condition,seed,unjustified_self_privilege_gap,symmetric_harm_rate,justified_asymmetry_accuracy,false_asymmetry_rate,self_continuity_accuracy,overcorrection_rate,role_swap_consistency,probe_rate,overall_harm_rate,common_good,reward_efficiency,composite
CONTEXTUAL_BINARY,21339.5,0.0193494042175337,0.0258288300598321,0.8720328889040564,0.1610458121300578,0.550427302531173,0.449572697468827,0.8379576739619374,0.0,0.0216119791666666,0.7355800781249897,0.8077374209861595,0.8270823783737704
PURE_ROLE_SYMMETRY,21339.5,0.0,0.0,0.8260807368234776,0.0,0.2793745156703417,0.7206254843296583,1.0,0.0,0.0,0.7798851562499884,0.7920065258459965,0.8061924514561077
RELEVANCE_TRIAGE,21339.5,0.0193494042175337,0.0258288300598321,0.8720328889040564,0.1610458121300578,0.550427302531173,0.449572697468827,0.8379576739619374,0.0,0.0216119791666666,0.7355800781249897,0.8077374209861595,0.8270823783737704
RELEVANCE_TRIAGE_WITH_PROBE,21339.5,0.0253427573558941,0.0335973139221776,0.8770689071565256,0.2110947741276695,0.5736209597691524,0.4263790402308475,0.7882164796105009,0.337671875,0.0246223958333333,0.7298717447916563,0.7992343898400712,0.8201019408690993
SELF_PRIVILEGE_BASE,21339.5,0.5800000000000158,0.7195397530469673,0.4525433566027651,0.0,1.0,0.0,0.0,0.0,0.6058072916666666,-0.2426890625000009,0.9649623007354744,0.540884348814111
