condition,seed,credit_mae_vs_oracle,sparse_credit_mae,oracle_decision_error_rate,boundary_decision_error_rate,probe_bundles_per_process,probe_observations_per_process,probe_decision_change_rate,probe_useful_change_rate,probe_harmful_change_rate,realized_decision_loss,net_decision_value,transfer_stability,composite,oracle_gap
BOUNDARY_TRIGGERED,26911.5,0.040815288199825946,0.063133686522207,0.0302734375,0.036008289044840776,2.5833333333333335,7.75,0.18813955467193766,0.10308542562876406,0.08505412904317361,0.0302734375,0.9683810763888889,0.7532552083333334,0.7128831384531473,0.12711686154685287
EXPECTED_DECISION_LOSS_VOI,26911.5,0.04025211739628664,0.059299811369160495,0.029730902777777776,0.035574618185810696,3.2760416666666665,9.828125,0.11289623118576614,0.07378144807838145,0.03911478310738469,0.029730902777777776,0.9685628255208334,0.7662760416666666,0.7001618244097306,0.13983817559026956
FIXED_EXTRA_OBS,26911.5,0.041555239285551444,0.061097863186622324,0.029839409722222224,0.03698057072866919,4.0,12.0,0.0,0.0,0.0,0.029839409722222224,0.9680772569444445,0.7886284722222222,0.6704315808838129,0.16956841911618725
NO_PROBE,26911.5,0.0598804991722968,0.11004312379462293,0.0615234375,0.08007312664814692,0.0,0.0,0.0,0.0,0.0,0.0615234375,0.9384765625,0.53125,0.5952792425048447,0.24472075749515554
ORACLE_TIMESCALE,26911.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8400000000000002,0.0
UNCERTAINTY_TRIGGERED,26911.5,0.04709001954663065,0.07773083487245548,0.04014756944444445,0.05051375021025756,0.75,2.25,0.09722222222222221,0.0625,0.03472222222222222,0.04014756944444445,0.9594618055555556,0.6150173611111112,0.6740384823410163,0.16596151765898393
