experiment,seed,corrective_base_rate,corrective_brier,corrective_brier_skill,corrective_ece,corrective_calibration_slope,corrective_calibration_intercept,corrective_auc,corrective_average_precision,switch_auc_for_corrective,switch_average_precision_for_corrective,corrective_auc_gain,corrective_ap_gain,top10_precision_corrective,top10_recall_corrective,reliability_monotonicity,conditional_lift_over_switch,global_ece,global_reliability_monotonicity
v360,27307.5,0.045234375,0.03378896495275237,0.1951493776600386,0.017668351832549212,4139.386494569691,4184.721311233917,0.9344177569576921,0.4180562142232211,0.9230250239978207,0.3543074517121421,0.011392732959871504,0.06374876251107894,0.2875,0.6475789936712474,0.8447713038135877,191.6844070907444,0.00877501208354711,0.9672041516493516
