policy,overall_error,shift_error,recent_strong_error,probe_rate,net_metric,corrected_given_probe,harmed_given_probe
NO_PROBE_V395,0.08993524774774775,0.10275848765432098,0.201953125,0.0,0.08993524774774775,0.0,0.0
V401_AMBIGUITY_GATE,0.08616272522522522,0.09915123456790123,0.187109375,0.6207911036036036,0.08926668074324325,0.019863495158839936,0.013786535452710823
V405_TOP15_DECISION_FLIP,0.08313626126126127,0.09695216049382716,0.17955729166666667,0.15,0.08388626126126127,0.1119557057057057,0.06662912912912913
ALWAYS_PROBE,0.0867257882882883,0.10119598765432099,0.18502604166666667,1.0,0.0917257882882883,0.017609797297297298,0.014400337837837838
ORACLE_HELPFUL_PROBE,0.07232545045045045,0.0855324074074074,0.17291666666666666,0.017609797297297298,0.07241349943693694,1.0,0.0
