policy,overall_error,shift_error,recent_strong_error,probe_rate,net_metric,corrected_given_probe,harmed_given_probe
RANDOM15,0.09058277027027027,0.10327932098765433,0.212109375,0.15,0.09133277027027027,0.01632882882882883,0.013701201201201201
MARGIN15,0.08945664414414414,0.10208333333333333,0.20950520833333333,0.15,0.09020664414414414,0.06503378378378379,0.05489864864864865
SCALE_SWITCH15,0.08896396396396396,0.10129243827160493,0.209375,0.15,0.08971396396396396,0.027402402402402402,0.013982732732732733
RISK_ADVANTAGE15,0.09172297297297298,0.10594135802469136,0.21901041666666668,0.15,0.09247297297297298,0.020364114114114113,0.02533783783783784
DECISION_FLIP15,0.08471283783783784,0.09594907407407408,0.18502604166666667,0.15,0.08546283783783784,0.10960960960960961,0.0678490990990991
