experiment,seed,helpful_base_rate,harmful_base_rate,helpful_ece,harmful_ece,helpful_brier_skill,harmful_brier_skill,helpful_auc,harmful_auc,helpful_ap,harmful_ap,helpful_top_precision,harmful_top_precision,harmful_incremental_auc_given_helpful,harmful_incremental_ap_given_helpful,harmful_ap_raw,helpful_ap_raw,net_score_auc_for_realized_net_gain,net_score_ap_for_realized_net_gain,positive_net_base_rate
v362r1,27509.5,0.053125,0.0173125,0.022260590971602996,0.010702667180863785,0.20641144021292562,0.012840748037424254,0.9348719083889245,0.89913313499839,0.44736662203700694,0.1476340984405063,0.33437500000000003,0.09687500000000002,0.6280589751922677,0.05884541843392379,0.1476340984405063,0.44736662203700694,0.7704845377915468,0.3652381830540982,0.053125
