condition,seed,goal_revision_rate,reward_capture_rate,identity_swap_consistency,relevant_asymmetry_accuracy,transform_precision,high_stakes_protection_rate,temporal_context_accuracy,probe_rate,meta_calibration_error,reward_efficiency,common_good,composite
FULL_TDC,23519.5,0.974347222222222,0.0,1.0,1.0,1.0,0.997018728758035,0.4843652591861125,0.2551875,0.2159365980545785,0.8157873502579408,0.6181693750000168,0.901042718842017
MINIMAL_PLUS_MEMORY,23519.5,0.9520138888888888,0.0,1.0,1.0,1.0,0.997018728758035,0.564331725979363,0.0,0.2209483774377044,0.8190435877373841,0.6252854861111277,0.9237850373275536
MINIMAL_PLUS_META,23519.5,0.9520138888888888,0.0,1.0,1.0,1.0,0.997018728758035,0.564331725979363,0.0,0.2170535837203845,0.8190492345461886,0.6252702777777943,0.9240575838376254
MINIMAL_PLUS_PROBE,23519.5,0.974347222222222,0.0,1.0,1.0,1.0,0.997018728758035,0.4843652591861125,0.2551875,0.2197704366801952,0.8157817034491363,0.6181845833333501,0.9007744391883646
MINIMAL_PLUS_RESIDUAL,23519.5,0.9520138888888888,0.0,1.0,1.0,1.0,0.997018728758035,0.564331725979363,0.0,0.2209483774377044,0.8190435877373841,0.6252854861111277,0.9237850373275536
MINIMAL_TDC,23519.5,0.9520138888888888,0.0,1.0,1.0,1.0,0.997018728758035,0.564331725979363,0.0,0.2209483774377044,0.8190435877373841,0.6252854861111277,0.9237850373275536
