condition,seed,probe_rate,probe_precision,probe_utility_accuracy,decision_flip_yield,outcome_improvement_rate,transform_rate,high_stakes_protection_rate,reward_efficiency,common_good,composite
ALWAYS_PROBE,23219.5,1.0,0.33671052631578946,0.3662236842105263,0.3134868421052631,0.22594736842105262,0.0,0.4573456845911463,0.8239037926927759,0.266247105263156,0.3845085331957531
HEURISTIC_PROBE,23219.5,0.5420131578947369,0.6193777109638886,0.5200704130695887,0.4238938493463717,0.2638236621257036,0.0,0.2773089843511386,0.8439394947723915,0.19086710526315764,0.4702146023275514
LEARNED_PROBE,23219.5,0.3135855263157895,0.6998678692749103,0.7008530018665365,0.4819775850952849,0.3299535433145518,0.0,0.291820881927414,0.844181550306628,0.18121750000000048,0.5401488402244805
LEARNED_PROBE_PLUS_TRANSFORM,23219.5,0.30950657894736844,0.6945312495011075,0.6987857284740848,0.48000302398945244,0.36676332381868904,0.11916447368421053,0.996796073141935,0.8295604020466912,0.3614211842105322,0.6616476270655798
NEVER_PROBE,23219.5,0.0,0.0,0.0,0.0,0.0,0.0,0.26459969401044814,0.8591268933204719,0.13450934210526527,0.32765268404186304
