condition,seed,single_shock_authority_change,persistent_negative_authority_drop,persistent_pattern_sensitivity,cross_context_detection_rate,false_pattern_rate,recovery_fraction,supported_vs_challenged_discrimination,authority_stability,saturation_rate,transfer_stability,baseline_pattern_rate,persistent_pattern_rate,final_authority_mean,composite
CROSS_CONTEXT_PATTERN,25211.5,0.023098958333333346,0.3188333333333333,0.7501215277777776,1.0,0.2478780864197531,0.7776062790303487,0.03367573836331294,0.8595208333333333,0.4557291666666667,0.8088802083333334,0.04461805555555556,0.5404947916666667,0.6997395833333334,0.7907103394967215
DIRECT_UPDATE,25211.5,0.03315075714737517,0.23671988565815202,0.7321995009524979,1.0,0.19749449651753426,0.8338516087677684,0.03769012530818661,0.8578039625073753,0.015625,0.9243804456219666,0.0,0.0,0.5799670262597086,0.7871480042774257
EXPONENTIAL_ACCUMULATION,25211.5,0.0,0.030782052457926524,0.10112901207269319,0.17101140254403627,0.0,0.0234375,-0.03177030587825571,1.0,0.013020833333333334,0.9951000112798191,0.0,0.0,0.5589075903403097,0.4523359868600472
PATTERN_PLUS_REVERSIBILITY,25211.5,0.023098958333333346,0.3188333333333333,0.7501215277777776,1.0,0.2478780864197531,0.7776062790303487,0.03367573836331294,0.8595208333333333,0.4557291666666667,0.8088802083333334,0.04461805555555556,0.5404947916666667,0.6997395833333334,0.7907103394967215
RUN_LENGTH,25211.5,7.66121828346744e-05,0.0032775950046357197,0.010925316682119065,0.01820886113686511,0.00019028358627780242,0.17412670154118284,-0.0002977456079514736,0.99986299581788,0.0,0.9958483926703278,0.0,0.0,0.5999145100251642,0.4389073659163269
