condition,seed,probe_rate,probe_precision,decision_flip_yield,wasted_probe_rate,transform_rate,transform_precision,high_stakes_protection_rate,unnecessary_intervention_rate,reward_efficiency,common_good,composite
BOUNDARY_ONLY,23119.5,0.6779236111111111,0.5277698913337032,0.43744545415888,0.5625545458411201,0.0,0.0,0.3507671778114145,0.11259845988074606,0.8160339202639431,0.31230861111111763,0.4667878222480786
BOUNDARY_PLUS_MARGIN,23119.5,0.6264791666666667,0.5593094524546053,0.4541816616373161,0.5458183383626839,0.0,0.0,0.34453437630681016,0.10986289694778306,0.8193455359961911,0.30536493055556163,0.47955261003458327
BOUNDARY_PLUS_MARGIN_CONSEQUENCE,23119.5,0.5515625,0.4555227124544773,0.4512017713183611,0.5487982286816389,0.0,0.0,0.381566767170315,0.08692821730388682,0.8146487718074965,0.324950625000007,0.48515883866540727
DUAL_GATE_MARGIN,23119.5,0.6264791666666667,0.5593094524546053,0.4541816616373161,0.5458183383626839,0.1411736111111111,1.0,0.9270917957538114,0.10986289694778306,0.8213472886470645,0.4412227083333466,0.6680370782618426
DUAL_GATE_MARGIN_PLUS_PROTECTION,23119.5,0.6264791666666667,0.5593094524546053,0.4541816616373161,0.5458183383626839,0.1411736111111111,1.0,0.9991414652522235,0.10986289694778306,0.8167978590883844,0.4645225694444596,0.6804485501721403
