model,seed,irreversible_recall,violation_rate,trap_capture_rate,trajectory_value,calibration_error,abstention_rate,projection_rate,boundary_review_rate,reorg_count,composite
GEN26_BASE,20434.5,0.930170564457366,0.255962555525785,0.0750822357745734,0.7025767142856911,0.1351577057761147,0.0,0.0,0.0,107.70952380952382,0.8303657578531939
GEN26_GEOM_HYBRID,20434.5,1.0,0.1967567937393657,0.2452367783309487,0.6239512717086578,0.3640117073292692,0.1074957983193277,0.2034789915966386,0.3337338935574229,107.87380952380953,0.8046181504638674
GEN26_GEOM_PROJECT,20434.5,1.0,0.2000055060188815,0.3397151840262284,0.6872549145657937,0.3616653916555257,0.0,0.3109929971988796,0.3337338935574229,107.88095238095238,0.8112964627048108
