policy,overall_error,stationary_error,shift_error,pulse_error,local_rate,meso_rate,global_rate
FIXED_MESO18,0.10280780780780781,0.05347222222222222,0.12234053497942386,0.04969135802469136,0.0,1.0,0.0
V395_RISK_MARGIN_OVERRIDE,0.09159534534534534,0.05652777777777778,0.10583333333333333,0.05277777777777778,0.11447447447447448,0.8663626126126126,0.019162912912912913
V396_NET_BENEFIT_OVERRIDE,0.099253003003003,0.05402777777777778,0.11732510288065844,0.050061728395061726,0.008055555555555555,0.9915578078078078,0.0003866366366366366
ORACLE_PER_DECISION_SCALE,0.045927177177177175,0.008472222222222223,0.05963991769547325,0.008950617283950617,0.033584834834834834,0.9431193693693694,0.023295795795795795
