condition,seed,representation_mse,critical_feature_mse,goal_revision_accuracy,identity_swap_consistency,relevant_asymmetry_accuracy,transform_success_rate,irreversibility_protection_rate,common_good,attention_intensity_mean,attention_entropy,composite
FIXED_SCRAMBLED,23807.5,0.147409591358155,0.1562555921263992,0.3773958333333333,0.0382036051144853,0.6818144351252785,0.0,0.0,0.0171760416666669,1.0,1.0,0.2063659443227217
LEARNED_CHANNELING,23807.5,0.005990341422148,0.0061140009493101,0.92015625,0.0,1.0,0.9996565934065934,0.3572869235975323,0.5477255208333316,1.0,0.9555418327450752,0.7041654633470465
LEARNED_INTENSITY,23807.5,0.0068550802825484,0.0073550754168536,0.91890625,0.0006613756613756,1.0,0.9033747415232716,0.3808185937667925,0.4678119791666655,1.5367085129022595,1.0,0.6865986583622394
LEARNED_INTENSITY_CHANNELING,23807.5,0.0062590605521108,0.0064424051379319,0.9153645833333334,0.0009191176470588,1.0,0.9971738061506518,0.323269203069235,0.5209489583333318,1.5515440933406353,0.9531943321228028,0.6959559882545413
LEARNED_UNIFORM,23807.5,0.0073053895321208,0.0078876163170207,0.92328125,0.0,1.0,0.8629923450393814,0.333886917081275,0.4442286458333324,1.0,1.0,0.671947071256957
ORACLE_CANONICAL,23807.5,0.0,0.0,1.0,0.3371238522419678,1.0,0.9947595008689772,0.9477186112903536,0.6853218749999972,1.0,1.0,0.8699128259101946
