policy,overall_error,override_rate,helpful_precision,harmful_rate,help_harm_ratio
RAW_NET_BENEFIT,0.09361486486486487,0.0461768018018018,0.2604560419461041,0.0760882819168394,3.423076923076923
CALIBRATED_NET_BENEFIT,0.09249436936936938,0.42011824324324326,0.06962593649900152,0.04669427579644298,1.4911021814006888
V395_RISK_MARGIN_REFERENCE,0.0904954954954955,0.1620213963963964,0.1253866203301477,0.0535881841876629,2.3398184176394294
