condition,overall_mae,overall_error,shift_error,stationary_global_rate,recent_local_rate,pulse_global_rate,exact_scale_match,within_one_scale,authority_cost,wrong_full_rate,unknown_rate,provisional_rate,identified_rate
MAP_STATE,0.2503632935916344,0.17977899774774775,0.21528260030864196,0.96875,0.24088541666666666,0.9201388888888888,0.15990990990990991,0.3013795045045045,0.32365005630630633,0.2228322072072072,0.11359797297297297,0.27238175675675674,0.6140202702702703
FAMILY_AGGREGATED,0.23713759032447096,0.17419763513513514,0.2031298225308642,0.953125,0.3237847222222222,0.8605324074074074,0.16131756756756757,0.31981981981981983,0.29311936936936933,0.23296734234234234,0.0,0.22846283783783783,0.7715371621621622
