condition,seed,probe_rate,probe_precision,decision_flip_yield,admissibility_flip_yield,wasted_probe_rate,transform_rate,high_stakes_protection_rate,unnecessary_intervention_rate,reward_efficiency,common_good,composite
ACTION_BOUNDARY_VOI,22919.5,0.12519444444444444,1.0,0.4657608130669382,0.5451527202214784,0.4548472797785216,0.0,0.369410911906653,0.011246342128516239,0.8565296836895847,0.17992951388889217,0.6651749140522676
ADMISSIBILITY_BOUNDARY_VOI,22919.5,0.14661805555555557,1.0,0.5414220325683728,0.5575678514373931,0.44243214856260693,0.0,0.3783406672737135,0.011246342128516239,0.8468451235676027,0.201109861111115,0.6750419863669962
COUNTERFACTUAL_SEVERITY_VOI_PLUS_TRANSFORM,22919.5,0.538125,0.9998076239015716,0.5266640270112382,0.5910150174647931,0.4089849825352069,0.1200625,1.0,0.011246342128516239,0.8328192490622982,0.3615430555555629,0.7216020716456938
GLOBAL_VOI,22919.5,0.44355555555555554,0.9845909335543513,0.5482566853272625,0.6304477144118893,0.3695522855881107,0.0,0.39772540033536297,0.01099144269045475,0.8372277291815925,0.23795263888889226,0.6553535494488767
UNCERTAINTY_PROBE,22919.5,0.5852569444444444,0.9052661416289001,0.479499383087469,0.5602968383040061,0.43970316169599394,0.0,0.39765664429087555,0.008785323539934036,0.8287387773321914,0.2623233333333359,0.6084046928312066
