world,label,delta,L,p8,p18,p128,selected_scale,oracle_scale
LOCAL_PULSE_REVERT,0,0.3,18,0.16130710064046863,0.4224994394724974,0.15536982762726992,8,128
LOCAL_PULSE_REVERT,0,0.3,18,0.34141495942944217,0.1534085921720461,0.0669437292129362,18,128
LOCAL_PULSE_REVERT,0,0.3,18,0.16059145656281837,0.25341567734833387,0.0808487054560196,18,128
LOCAL_PULSE_REVERT,0,0.3,18,0.19950743958332975,0.2287436104671349,0.0564858259729421,128,128
LOCAL_PULSE_REVERT,0,0.55,18,0.3824918320170104,0.1178210073717334,0.04842193415762021,128,128
LOCAL_PULSE_REVERT,0,0.55,18,0.3703480119724092,0.1194238372501375,0.053541592897191966,128,8
LOCAL_PULSE_REVERT,0,0.55,18,0.2528681162874622,0.16614205762518358,0.12414349408074908,128,18
LOCAL_PULSE_REVERT,0,0.55,18,0.1726401407082595,0.19896172287922667,0.048765058460291125,128,128
LOCAL_PULSE_REVERT,0,0.55,18,0.15993565487640363,0.18744734560352608,0.25971335303163734,8,128
LOCAL_PULSE_REVERT,0,0.55,18,0.20568350341470548,0.11478716664318661,0.09559288354865382,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.17616116714444743,0.11988033301188368,0.06846684220905316,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.20880847198699037,0.4216471964059834,0.10681628442170754,8,18
LOCAL_PULSE_REVERT,0,0.55,18,0.16081531354959824,0.16507152916620563,0.04870100745447086,8,18
LOCAL_PULSE_REVERT,0,0.55,18,0.2141399760718704,0.11268865912111711,0.04929541262169987,128,8
LOCAL_PULSE_REVERT,0,0.55,18,0.20145513345555507,0.1375487269804905,0.07380381617465638,8,18
LOCAL_PULSE_REVERT,0,0.55,18,0.16041935410909133,0.12002909331882429,0.048406680063886695,8,8
LOCAL_PULSE_REVERT,0,0.55,18,0.1780957731196753,0.2655995344643597,0.5566738012090613,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.16680338224967992,0.15335617533769574,0.12347952684488304,8,18
LOCAL_PULSE_REVERT,0,0.55,18,0.2023313991279999,0.2039061401932384,0.15363171088233385,128,128
LOCAL_PULSE_REVERT,0,0.55,18,0.25465186988405336,0.24543368706229138,0.13997020465325266,128,128
LOCAL_PULSE_REVERT,0,0.55,18,0.1753675032101842,0.19331278373200503,0.10792546304400331,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.27775598460052187,0.1492150063885632,0.5474325565200469,18,8
LOCAL_PULSE_REVERT,0,0.55,18,0.20144003127419868,0.6986304744762801,0.049769150860979904,8,18
LOCAL_PULSE_REVERT,0,0.55,18,0.16814342828979492,0.13839133080954416,0.7393527662634408,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.16229098658556435,0.2092170708718272,0.06292576859544821,18,18
