world,label,delta,L,p8,p18,p128,selected_scale,oracle_scale
STATIONARY,0,0.0,128,0.19000253625003563,0.12204656960967479,0.04864276092825459,18,8
STATIONARY,0,0.0,128,0.16003918399699588,0.4204157593020322,0.08718561141407213,8,18
STATIONARY,0,0.0,128,0.17396332955135432,0.20295003839744566,0.051758510505092926,18,128
STATIONARY,0,0.0,128,0.1951851678284372,0.11725213565773615,0.14792747601077624,128,128
STATIONARY,0,0.0,128,0.16456682988221003,0.11274716695956816,0.04590699473626609,18,128
SINGLE_SHIFT,1,0.3,2,0.1669281324917237,0.37109263369311607,0.04796982338499917,8,8
SINGLE_SHIFT,1,0.3,2,0.16718209075637594,0.11386805388631735,0.05118103413824549,18,8
SINGLE_SHIFT,1,0.3,2,0.47784964750696174,0.23014789078159506,0.07691999480164752,8,18
SINGLE_SHIFT,1,0.3,2,0.29390527504713415,0.13693700189061134,0.04556050954004855,8,18
SINGLE_SHIFT,1,0.3,2,0.16262729219717453,0.32841373399917856,0.0669276313919163,18,8
SINGLE_SHIFT,1,0.3,2,0.45624356569843283,0.11317100074513954,0.045449622851433905,128,8
SINGLE_SHIFT,1,0.3,2,0.16874813515960554,0.12124661485300633,0.053115803497859174,128,8
SINGLE_SHIFT,1,0.3,2,0.18357466571698725,0.12409459286377136,0.16958214428331572,18,128
SINGLE_SHIFT,1,0.3,4,0.17046739054686155,0.17164275125999098,0.045736441883400446,128,8
SINGLE_SHIFT,1,0.3,4,0.21591678979199258,0.11418112103662048,0.04822038383019509,18,8
SINGLE_SHIFT,1,0.3,4,0.17301665241615855,0.3261626376837333,0.07760635463929173,8,8
SINGLE_SHIFT,1,0.3,4,0.17476748437375159,0.13559611291309628,0.04847133604401715,18,8
SINGLE_SHIFT,1,0.3,4,0.40982753884668305,0.28056149534252917,0.050336455446318894,8,8
SINGLE_SHIFT,1,0.3,4,0.31468419486418175,0.15178251670569623,0.04793800817455505,18,8
SINGLE_SHIFT,1,0.3,4,0.19902079210172216,0.269161379367085,0.06360271934695617,18,18
SINGLE_SHIFT,1,0.3,4,0.3957651876059802,0.3611175966195023,0.056385679187981146,8,8
SINGLE_SHIFT,1,0.3,6,0.16865719099944063,0.1789572419752012,0.139631916762502,128,8
SINGLE_SHIFT,1,0.3,6,0.24650255270709545,0.2872378345068438,0.07869499745263274,18,8
SINGLE_SHIFT,1,0.3,6,0.16002300293920851,0.33083609292275923,0.050349707149340374,128,8
SINGLE_SHIFT,1,0.3,6,0.16139563783105498,0.1126995289952499,0.047641898980258925,18,8
SINGLE_SHIFT,1,0.3,6,0.18725282287322606,0.11265025412647041,0.06692985967082996,8,8
SINGLE_SHIFT,1,0.3,6,0.23134367402963246,0.11483809588317656,0.061453243873597914,8,128
SINGLE_SHIFT,1,0.3,6,0.1695290740498162,0.2941330726625513,0.4706572266894894,8,8
SINGLE_SHIFT,1,0.3,6,0.17133982894960104,0.11699493408179479,0.062069355488234446,128,8
SINGLE_SHIFT,1,0.3,8,0.22532401421387463,0.112821922239177,0.08134971757487601,18,8
SINGLE_SHIFT,1,0.3,8,0.3314953646904672,0.1758100750636156,0.19015171088418628,18,18
SINGLE_SHIFT,1,0.3,8,0.1601247633436471,0.24467421881812085,0.04572867865148399,8,18
SINGLE_SHIFT,1,0.3,8,0.1618240075693303,0.14773108054504078,0.05275032154230818,18,8
SINGLE_SHIFT,1,0.3,8,0.18382931377065156,0.3431816435462395,0.35167555553294727,18,18
SINGLE_SHIFT,1,0.3,8,0.23386736943442438,0.2372444789410394,0.5919633260241612,8,8
SINGLE_SHIFT,1,0.3,8,0.2277220961619984,0.13181562729706928,0.1796042893157501,18,18
SINGLE_SHIFT,1,0.3,8,0.3202524875866853,0.5524082149859927,0.05021406610155077,18,18
SINGLE_SHIFT,1,0.3,12,0.16418949001927938,0.11542233190727803,0.06673369258273451,18,128
SINGLE_SHIFT,1,0.3,12,0.1658519717907007,0.5346296436092332,0.14988005118322717,8,18
SINGLE_SHIFT,1,0.3,12,0.23101191032906918,0.43619801385960805,0.0970842887458376,18,8
SINGLE_SHIFT,1,0.3,12,0.18716261196725162,0.1967916778627168,0.06190102242464721,128,18
SINGLE_SHIFT,1,0.3,12,0.2601850567062124,0.1614868461280458,0.04754301269948661,18,8
SINGLE_SHIFT,1,0.3,12,0.17391670418786553,0.2619498319867805,0.24504984951392983,8,18
SINGLE_SHIFT,1,0.3,12,0.16166365415177444,0.21316771896333206,0.046433031059094944,18,18
SINGLE_SHIFT,1,0.3,12,0.17699138932956165,0.1147014539731044,0.07628599194210565,8,8
SINGLE_SHIFT,1,0.3,18,0.2849031303667311,0.1702735979137818,0.16091301074646802,18,8
SINGLE_SHIFT,1,0.3,18,0.15994646062007006,0.137993973562148,0.06509440819455667,18,8
SINGLE_SHIFT,1,0.3,18,0.20447362807201952,0.11633712648164571,0.8725611998760381,18,128
SINGLE_SHIFT,1,0.3,18,0.16092135586306236,0.3340248427682281,0.04673971573210459,18,18
SINGLE_SHIFT,1,0.3,18,0.16776133535628676,0.13434168864965482,0.0506205479511315,18,18
SINGLE_SHIFT,1,0.3,18,0.4768266389388453,0.13361976472346998,0.17140579319494958,18,18
SINGLE_SHIFT,1,0.3,18,0.15993854429091459,0.13329781749899455,0.047019153987568695,18,18
SINGLE_SHIFT,1,0.3,18,0.2095286208135826,0.20580394429508833,0.08801901900954484,8,8
SINGLE_SHIFT,1,0.3,24,0.7286904776546668,0.18876944550766883,0.14286386305120333,18,18
SINGLE_SHIFT,1,0.3,24,0.16265504688114085,0.12907102843658155,0.09709834748698122,18,8
SINGLE_SHIFT,1,0.3,24,0.16462108003839065,0.26689346356897586,0.1318097949920247,128,18
SINGLE_SHIFT,1,0.3,24,0.20331800349566262,0.2714520108589677,0.13068540709665935,18,18
SINGLE_SHIFT,1,0.3,24,0.18765920995405214,0.18046855178473672,0.6317131304649044,18,128
SINGLE_SHIFT,1,0.3,24,0.33280296513501034,0.27293659666870623,0.12992780832325007,18,8
SINGLE_SHIFT,1,0.3,24,0.17628295689966467,0.17502840379936405,0.14165236680025725,18,8
SINGLE_SHIFT,1,0.3,24,0.16879420275551787,0.2544223472588571,0.21298635113620307,8,8
SINGLE_SHIFT,1,0.3,36,0.1684767170985516,0.11499828330138531,0.05083847744552015,128,8
SINGLE_SHIFT,1,0.3,36,0.17589611799523988,0.11262296866988779,0.22246915638337314,18,18
SINGLE_SHIFT,1,0.3,36,0.1615828458776873,0.12392347747413741,0.273587907164746,18,18
SINGLE_SHIFT,1,0.3,36,0.1744596478972599,0.11591427045489489,0.4119624883981668,18,8
SINGLE_SHIFT,1,0.3,36,0.6918819591490118,0.131277408264498,0.19650354557106703,8,8
SINGLE_SHIFT,1,0.3,36,0.16257923043982123,0.12058412651620028,0.20786388918670404,18,18
SINGLE_SHIFT,1,0.3,36,0.1716910993199841,0.20912002715574196,0.04712732593146883,18,18
SINGLE_SHIFT,1,0.3,36,0.19402070727155363,0.13461423506783776,0.2715364175082752,18,8
SINGLE_SHIFT,1,0.3,48,0.22166521862423008,0.11290605570752178,0.6156830387189937,18,128
SINGLE_SHIFT,1,0.3,48,0.46745341325682077,0.15158743943962902,0.15778588229818785,18,8
SINGLE_SHIFT,1,0.3,48,0.1618516291748815,0.1416667125538592,0.22117973051823275,8,8
SINGLE_SHIFT,1,0.3,48,0.17996170813727314,0.11640812581833618,0.50895609185406,18,8
SINGLE_SHIFT,1,0.3,48,0.19210758899560432,0.13240826407031303,0.24124999098952749,18,8
SINGLE_SHIFT,1,0.3,48,0.16053967287600987,0.11692636067192642,0.9936304405232698,18,8
SINGLE_SHIFT,1,0.3,48,0.17300163284935569,0.1139983149348591,0.16793713682395112,18,8
SINGLE_SHIFT,1,0.3,48,0.1699198575596224,0.1127111489076064,0.06515694602983763,128,18
SINGLE_SHIFT,1,0.55,2,0.34850828298215497,0.2746758037943676,0.04588064808408624,18,18
SINGLE_SHIFT,1,0.55,2,0.8797732132992492,0.19631580856102218,0.04699176109126384,18,8
SINGLE_SHIFT,1,0.55,2,0.4595756219233866,0.33711933796007165,0.060865511952154776,8,8
SINGLE_SHIFT,1,0.55,2,0.42821145627519847,0.1417429652745486,0.05110017316315249,18,8
SINGLE_SHIFT,1,0.55,2,0.8631935299738646,0.1275484691303382,0.05077587917053226,18,8
SINGLE_SHIFT,1,0.55,2,0.1777347471572399,0.16464079364633452,0.06528661231921229,18,8
SINGLE_SHIFT,1,0.55,2,0.5518792672752512,0.33657430516453674,0.06534822823110176,8,8
SINGLE_SHIFT,1,0.55,2,0.16483572858716364,0.112861988040319,0.06601473076586435,18,128
SINGLE_SHIFT,1,0.55,4,0.16147066854011555,0.33737281883383474,0.08584360337606028,18,18
SINGLE_SHIFT,1,0.55,4,0.34812481364156755,0.11843116316160496,0.2892212820997057,8,18
SINGLE_SHIFT,1,0.55,4,0.9441496030647192,0.11533972028438798,0.050391370156774765,8,128
SINGLE_SHIFT,1,0.55,4,0.1677282713834478,0.16858185365776646,0.1076819082870753,18,8
SINGLE_SHIFT,1,0.55,4,0.22612791183421507,0.5151650800257459,0.06309862926867178,8,8
SINGLE_SHIFT,1,0.55,4,0.2316844477547644,0.32389930819756874,0.06772231855185763,8,8
SINGLE_SHIFT,1,0.55,4,0.18498660010100934,0.953920144601294,0.07565341337654799,8,18
SINGLE_SHIFT,1,0.55,4,0.278983875789562,0.12064662455171953,0.07182378220917311,8,8
SINGLE_SHIFT,1,0.55,6,0.16793273115492147,0.29767581882111416,0.6003956538759071,18,18
SINGLE_SHIFT,1,0.55,6,0.20120846172743162,0.22519687164790386,0.0478983349854952,8,8
SINGLE_SHIFT,1,0.55,6,0.2891616810777288,0.4407771645004125,0.045482487092873385,8,8
SINGLE_SHIFT,1,0.55,6,0.9863080020210568,0.21454212652165175,0.08546831585443299,8,8
SINGLE_SHIFT,1,0.55,6,0.24433130547574636,0.5688965065422515,0.092097240360407,8,8
SINGLE_SHIFT,1,0.55,6,0.20042221129108453,0.1178884602609568,0.08638518610300926,18,18
SINGLE_SHIFT,1,0.55,6,0.1607615021402186,0.13344458557342184,0.04649775597298866,18,8
SINGLE_SHIFT,1,0.55,6,0.8630745798410772,0.7317966684807022,0.05550324914519713,8,8
SINGLE_SHIFT,1,0.55,8,0.18576350759811947,0.4929743700814917,0.1183003560926173,18,18
SINGLE_SHIFT,1,0.55,8,0.33994675165169397,0.12032939343678667,0.10252324127001679,18,18
SINGLE_SHIFT,1,0.55,8,0.23220915680185114,0.11565299784344918,0.04567597857920571,18,8
SINGLE_SHIFT,1,0.55,8,0.17408484626512472,0.44099830395032197,0.07792818736455065,18,8
SINGLE_SHIFT,1,0.55,8,0.17960631134157254,0.2879101121022466,0.052237951096758016,18,8
SINGLE_SHIFT,1,0.55,8,0.3390390865542071,0.8222749831262596,0.07379949765141104,8,8
SINGLE_SHIFT,1,0.55,8,0.16238343683843404,0.25566615809800225,0.06561469017601483,18,8
SINGLE_SHIFT,1,0.55,8,0.28277195748813166,0.13032999832463768,0.04968079454550515,18,8
SINGLE_SHIFT,1,0.55,12,0.17926663873579654,0.141158397492866,0.11388577418365672,18,8
SINGLE_SHIFT,1,0.55,12,0.1632850853098188,0.3095271068063502,0.0469500848165846,18,8
SINGLE_SHIFT,1,0.55,12,0.2702937262321348,0.1877625128773678,0.05003378273833476,18,8
SINGLE_SHIFT,1,0.55,12,0.402851524867954,0.2624328687313659,0.363403257551812,18,18
SINGLE_SHIFT,1,0.55,12,0.16352646493371895,0.12819342398701777,0.04759322608348688,18,8
SINGLE_SHIFT,1,0.55,12,0.19202573360853892,0.16852530022588966,0.08027362766680753,18,8
SINGLE_SHIFT,1,0.55,12,0.839020278348731,0.11820549093870283,0.34526174311789665,18,128
SINGLE_SHIFT,1,0.55,12,0.15998391421340313,0.2194736224078727,0.7580400709641281,18,8
SINGLE_SHIFT,1,0.55,18,0.20768798843184988,0.12807255928167918,0.25069608303458996,18,8
SINGLE_SHIFT,1,0.55,18,0.1730861378441555,0.20571150875752997,0.045436706282888636,18,8
SINGLE_SHIFT,1,0.55,18,0.786365703211401,0.4242324521395438,0.09092279513499346,8,18
SINGLE_SHIFT,1,0.55,18,0.20810081749931353,0.11365906254923652,0.053405316918923765,18,8
SINGLE_SHIFT,1,0.55,18,0.18166096632212422,0.11379375881653098,0.46534735863899035,18,18
SINGLE_SHIFT,1,0.55,18,0.16296878253454541,0.11437226188211207,0.11874066880377204,18,8
SINGLE_SHIFT,1,0.55,18,0.4141436698408135,0.14130865420153454,0.07207331592659041,8,8
SINGLE_SHIFT,1,0.55,18,0.19117834043719925,0.12346998203433861,0.057487415326662454,18,18
SINGLE_SHIFT,1,0.55,24,0.2361900649935452,0.590472942140166,0.06983041703143496,8,18
SINGLE_SHIFT,1,0.55,24,0.17569674038136474,0.14110586117833415,0.059561379492116845,18,18
SINGLE_SHIFT,1,0.55,24,0.16187499330817065,0.40961099462379613,0.0662421395539599,8,18
SINGLE_SHIFT,1,0.55,24,0.19797629589863702,0.19726253949375183,0.5710519691469544,18,18
SINGLE_SHIFT,1,0.55,24,0.16070218237954914,0.2356987109985178,0.13424245490365555,18,8
SINGLE_SHIFT,1,0.55,24,0.4642683552105736,0.15050447913932116,0.9934211605402069,18,8
SINGLE_SHIFT,1,0.55,24,0.21938038651966482,0.25174631076347287,0.04573651707522243,18,18
SINGLE_SHIFT,1,0.55,24,0.21639650723879122,0.14675456711657442,0.06333320527961556,18,8
SINGLE_SHIFT,1,0.55,36,0.18659709716515022,0.12510536454747115,0.9993579144756016,18,128
SINGLE_SHIFT,1,0.55,36,0.16087270433490355,0.17770549563283675,0.9197814745889621,18,18
SINGLE_SHIFT,1,0.55,36,0.3586391890423779,0.18283711873392672,0.9996631416512599,18,128
SINGLE_SHIFT,1,0.55,36,0.39477927203725816,0.12468279667799095,0.7763477956825448,18,18
SINGLE_SHIFT,1,0.55,36,0.15993451872281894,0.12155336796050532,0.1594490524314074,8,8
SINGLE_SHIFT,1,0.55,36,0.2675056995888459,0.11283425499876315,0.14655284186856601,18,18
SINGLE_SHIFT,1,0.55,36,0.24401532504509824,0.113150287593922,0.506877975558798,18,18
SINGLE_SHIFT,1,0.55,36,0.7492768048142846,0.21003684548818702,0.9970562023637578,18,18
SINGLE_SHIFT,1,0.55,48,0.5246283372501251,0.11644813908126025,0.999079189915965,18,18
SINGLE_SHIFT,1,0.55,48,0.18464203681853797,0.11681892953409652,0.992938368642556,18,18
SINGLE_SHIFT,1,0.55,48,0.17087634646667096,0.20662777920884384,0.9952005706013035,18,18
SINGLE_SHIFT,1,0.55,48,0.3292538022139906,0.1701833385340078,0.5849745773417108,18,8
SINGLE_SHIFT,1,0.55,48,0.17699294829326165,0.12548584064227095,0.9370918214752766,8,8
SINGLE_SHIFT,1,0.55,48,0.30389816680016046,0.3924703695247931,0.9992526019323033,18,18
SINGLE_SHIFT,1,0.55,48,0.16171549317114636,0.11585483619740923,0.9961490319350994,18,8
SINGLE_SHIFT,1,0.55,48,0.160056247596295,0.12099223100407946,0.9933481934040397,18,18
SINGLE_SHIFT,1,0.8,2,0.19879046608421325,0.23922456296046105,0.061210574046283654,18,8
SINGLE_SHIFT,1,0.8,2,0.1771534731400612,0.22259984879735115,0.06453747665559825,8,18
SINGLE_SHIFT,1,0.8,2,0.19874676588127668,0.2393219547700233,0.056532994998471996,8,8
SINGLE_SHIFT,1,0.8,2,0.635535547578576,0.9912089023985111,0.09178399209704147,8,8
SINGLE_SHIFT,1,0.8,2,0.2732172861044781,0.5424716226906529,0.050572837629327794,8,8
SINGLE_SHIFT,1,0.8,2,0.5669592832857852,0.2600818516563033,0.26903361156216926,8,8
SINGLE_SHIFT,1,0.8,2,0.40273205765069314,0.16556142813382585,0.1227527257604486,18,8
SINGLE_SHIFT,1,0.8,2,0.16405169019954868,0.11451503914330316,0.04591268159274561,8,8
SINGLE_SHIFT,1,0.8,4,0.8058108906087611,0.1127358395829892,0.10833831556002863,8,8
SINGLE_SHIFT,1,0.8,4,0.160085681171173,0.11524938672008686,0.05350241334220014,18,8
SINGLE_SHIFT,1,0.8,4,0.2755324392161665,0.12308986921408427,0.04604562140628341,18,8
SINGLE_SHIFT,1,0.8,4,0.34032279488512585,0.1653495438401401,0.04838365590474362,8,8
SINGLE_SHIFT,1,0.8,4,0.2068444013796118,0.1263453070780932,0.061412832896452954,18,8
SINGLE_SHIFT,1,0.8,4,0.8939714095907632,0.19467621864452309,0.04908763976378035,8,8
SINGLE_SHIFT,1,0.8,4,0.6507571835116409,0.509808727871259,0.15620625120763296,8,8
SINGLE_SHIFT,1,0.8,4,0.4471624586348694,0.15424891358815107,0.04985792563747032,18,8
SINGLE_SHIFT,1,0.8,6,0.1601262417506913,0.11880514145106491,0.0789782890748961,8,8
SINGLE_SHIFT,1,0.8,6,0.21045812523707708,0.17577881087787714,0.32024451293949224,18,8
SINGLE_SHIFT,1,0.8,6,0.1701742151736041,0.627524823859787,0.16141311781097586,8,8
SINGLE_SHIFT,1,0.8,6,0.23213992131027672,0.1532933558969298,0.04575673692909473,18,8
SINGLE_SHIFT,1,0.8,6,0.43397268844449705,0.11262953159775113,0.11020020471040416,18,8
SINGLE_SHIFT,1,0.8,6,0.7239975814641669,0.6606312407084264,0.05902440458486376,8,8
SINGLE_SHIFT,1,0.8,6,0.1599655684854313,0.1184449912897251,0.05620717255693696,18,8
SINGLE_SHIFT,1,0.8,6,0.9983496493031739,0.35822195836839743,0.0461565277619681,8,8
SINGLE_SHIFT,1,0.8,8,0.16326044782465743,0.6761971981855426,0.08959866749629107,8,8
SINGLE_SHIFT,1,0.8,8,0.16119896520479846,0.6375493045316099,0.049251838635641934,8,8
SINGLE_SHIFT,1,0.8,8,0.24178693678207916,0.9854958032274393,0.11572847256673958,8,8
SINGLE_SHIFT,1,0.8,8,0.4990171101495916,0.9977188595944415,0.13637291806231452,8,8
SINGLE_SHIFT,1,0.8,8,0.5781170269657228,0.6393321055969008,0.1323196444354282,8,8
SINGLE_SHIFT,1,0.8,8,0.18583670457575482,0.1518993944455629,0.04861611473521506,18,8
SINGLE_SHIFT,1,0.8,8,0.1680085075211353,0.9947406728498295,0.04919512647976165,8,8
SINGLE_SHIFT,1,0.8,8,0.19444016427474023,0.9956075808603597,0.05503321088503583,8,8
SINGLE_SHIFT,1,0.8,12,0.26468619231860857,0.5084134246561345,0.048543875249344504,18,18
SINGLE_SHIFT,1,0.8,12,0.44576415115011997,0.6098976695058975,0.062255583917732206,8,8
SINGLE_SHIFT,1,0.8,12,0.4616758731514558,0.7338203211575823,0.06412894984307413,18,18
SINGLE_SHIFT,1,0.8,12,0.19188328547301378,0.4631224781255339,0.17737700034571202,18,18
SINGLE_SHIFT,1,0.8,12,0.17019263213426442,0.9495541383637733,0.1347657034756065,8,18
SINGLE_SHIFT,1,0.8,12,0.2151467250549847,0.43934849215978267,0.048317886229582975,18,8
SINGLE_SHIFT,1,0.8,12,0.21648731515612962,0.35797892222371946,0.9158852405821303,18,18
SINGLE_SHIFT,1,0.8,12,0.17869648031936947,0.5059363968558562,0.07380119324835173,8,8
SINGLE_SHIFT,1,0.8,18,0.20710606630606315,0.12937249133037595,0.2693864943827833,18,128
SINGLE_SHIFT,1,0.8,18,0.2875130112959382,0.23059424617420468,0.14325628909313515,18,18
SINGLE_SHIFT,1,0.8,18,0.2380881915657922,0.20039491376369808,0.10879251633746582,18,8
SINGLE_SHIFT,1,0.8,18,0.1676600955422597,0.15557701694376436,0.23721790135956983,18,18
SINGLE_SHIFT,1,0.8,18,0.16057013383372198,0.17595997386507517,0.0628988752322497,18,8
SINGLE_SHIFT,1,0.8,18,0.17808038655876515,0.11721852062739917,0.11931156097344645,18,8
SINGLE_SHIFT,1,0.8,18,0.2804241686857775,0.13857130158195968,0.9755336359704758,18,8
SINGLE_SHIFT,1,0.8,18,0.16100311038385773,0.11841499139923613,0.7905441334618382,18,8
SINGLE_SHIFT,1,0.8,24,0.1754700167344771,0.1229552845905684,0.9821922447027918,18,128
SINGLE_SHIFT,1,0.8,24,0.3528286646863831,0.12180884682127162,0.8661254559265863,18,18
SINGLE_SHIFT,1,0.8,24,0.382082499685679,0.11847136927376739,0.30525970191128027,18,18
SINGLE_SHIFT,1,0.8,24,0.18936354266162705,0.16822950836370545,0.967290032460538,18,18
SINGLE_SHIFT,1,0.8,24,0.17630310593687548,0.29260453124481267,0.8758819034987724,18,18
SINGLE_SHIFT,1,0.8,24,0.20319575577174104,0.5541992216024897,0.6177283656610819,18,18
SINGLE_SHIFT,1,0.8,24,0.23605410133150986,0.11987363265685316,0.9903347688526138,18,18
SINGLE_SHIFT,1,0.8,24,0.1979565956921028,0.15359644345199575,0.9585611528149283,18,18
SINGLE_SHIFT,1,0.8,36,0.2604534621309615,0.12638715766303976,0.9994126652553988,18,128
SINGLE_SHIFT,1,0.8,36,0.3862305088174092,0.26864428715534955,0.32519181012510334,18,8
SINGLE_SHIFT,1,0.8,36,0.3085637816109142,0.13375263166330933,0.9886654663209808,18,18
SINGLE_SHIFT,1,0.8,36,0.16185627492241914,0.11262341655284144,0.7346908924816086,18,8
SINGLE_SHIFT,1,0.8,36,0.3646451622816317,0.24029049570427305,0.3028698231329339,18,18
SINGLE_SHIFT,1,0.8,36,0.23403301438271715,0.12479556768113167,0.9999951510276072,18,18
SINGLE_SHIFT,1,0.8,36,0.16933078269287993,0.11318129405059685,0.9991826776281914,18,8
SINGLE_SHIFT,1,0.8,36,0.17689773140170598,0.11325451213607468,0.9975842876100001,18,18
SINGLE_SHIFT,1,0.8,48,0.16077488087257116,0.13655209989131403,0.999999999927484,18,128
SINGLE_SHIFT,1,0.8,48,0.17336731505012762,0.18041136235552352,0.9999998864658144,18,8
SINGLE_SHIFT,1,0.8,48,0.2596667575859812,0.17757385529714337,0.9917205186384092,18,8
SINGLE_SHIFT,1,0.8,48,0.16279820804343637,0.12641623396548352,0.999996175362279,18,18
SINGLE_SHIFT,1,0.8,48,0.5309615775439679,0.929240431212632,0.9998590822736155,8,8
SINGLE_SHIFT,1,0.8,48,0.3109561935419387,0.23526994050940525,0.9999998502907066,18,18
SINGLE_SHIFT,1,0.8,48,0.6392721360941903,0.12847586886152162,0.9999994970742734,18,8
SINGLE_SHIFT,1,0.8,48,0.21409454419131427,0.15823092666161878,0.8968501714884033,18,18
LOCAL_PULSE_REVERT,0,0.3,18,0.3613764176568985,0.18713797215208355,0.06207710250159009,128,128
LOCAL_PULSE_REVERT,0,0.3,18,0.3701845742682864,0.16287579347142858,0.05092409962670236,18,18
LOCAL_PULSE_REVERT,0,0.3,18,0.24319180716706645,0.1237926371420193,0.05348911532545399,128,18
LOCAL_PULSE_REVERT,0,0.3,18,0.1987444106301885,0.1476912205625575,0.04553094662193804,18,8
LOCAL_PULSE_REVERT,0,0.3,18,0.17245570187903292,0.11829130445855453,0.08405180816514196,18,128
LOCAL_PULSE_REVERT,0,0.3,18,0.6560545475138254,0.1950531224401184,0.07022944656514868,8,18
LOCAL_PULSE_REVERT,0,0.3,18,0.5491959071613685,0.1297863569941323,0.08172324146118244,8,128
LOCAL_PULSE_REVERT,0,0.3,18,0.20219547283373895,0.13444525190608997,0.0459662860464095,128,18
LOCAL_PULSE_REVERT,0,0.3,18,0.2053647179792671,0.9433721704979884,0.05778378210679926,8,128
LOCAL_PULSE_REVERT,0,0.3,18,0.7451340956895102,0.15774257547215112,0.046440946837538154,18,128
LOCAL_PULSE_REVERT,0,0.3,18,0.46189848029648484,0.150025721471882,0.0790021961813847,8,18
LOCAL_PULSE_REVERT,0,0.3,18,0.22578040281527265,0.1668820059362701,0.23145671240803783,8,128
LOCAL_PULSE_REVERT,0,0.3,18,0.16011686353026258,0.14348174800162042,0.07161370133001956,18,8
LOCAL_PULSE_REVERT,0,0.3,18,0.16281002379613188,0.27759360376098313,0.06278197249095764,18,8
LOCAL_PULSE_REVERT,0,0.3,18,0.24036009019629667,0.21334497912011727,0.050572961906435294,18,128
LOCAL_PULSE_REVERT,0,0.3,18,0.16261153305162818,0.1352905434010655,0.05898111165360041,128,8
LOCAL_PULSE_REVERT,0,0.3,18,0.21902925373510793,0.12668989824952717,0.04555372874101017,8,128
LOCAL_PULSE_REVERT,0,0.3,18,0.20943402331393066,0.11645184027314716,0.24379511521645397,18,8
LOCAL_PULSE_REVERT,0,0.3,18,0.3236249889770974,0.11833941832289283,0.535222608012873,128,8
LOCAL_PULSE_REVERT,0,0.3,18,0.17022130506193467,0.11332241266556052,0.04597201701418574,128,18
LOCAL_PULSE_REVERT,0,0.3,18,0.18865868604604563,0.11911644644836059,0.08789168805227444,8,128
LOCAL_PULSE_REVERT,0,0.3,18,0.16039202996855964,0.20829843427457828,0.10558526119808187,8,8
LOCAL_PULSE_REVERT,0,0.3,18,0.1799392137478275,0.11267887522643785,0.04712456734979857,18,128
LOCAL_PULSE_REVERT,0,0.3,18,0.2319977596500275,0.11311476329487113,0.04603990533747587,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.18270942858862987,0.11328807611083817,0.090507559266314,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.1638956924209164,0.19979955556890452,0.08791175727948018,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.29242721658797544,0.23643628551742127,0.20772729425517963,8,8
LOCAL_PULSE_REVERT,0,0.55,18,0.16322288626241324,0.17468071585321965,0.045528105991092804,128,128
LOCAL_PULSE_REVERT,0,0.55,18,0.17461324575434986,0.11269820650731727,0.24222955908047586,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.3823987122238673,0.2949859518896744,0.14942707910531733,18,18
LOCAL_PULSE_REVERT,0,0.55,18,0.18497689371401443,0.14048186987944128,0.05152694334163764,18,8
LOCAL_PULSE_REVERT,0,0.55,18,0.31568080174281804,0.14792342183792173,0.08596886103444806,18,18
LOCAL_PULSE_REVERT,0,0.55,18,0.16514860640028226,0.11599934749873694,0.10730686966084917,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.16214384181252056,0.4168263615652344,0.10267077824594846,8,128
LOCAL_PULSE_REVERT,0,0.55,18,0.17913136738128607,0.3846213362183657,0.10570334244696393,18,18
LOCAL_PULSE_REVERT,0,0.55,18,0.4912777482020767,0.11657942472093634,0.07518899256373163,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.1994923196492691,0.11369637713849963,0.059014753075136296,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.1771955787031007,0.15846169274501348,0.32320918705965357,18,18
LOCAL_PULSE_REVERT,0,0.55,18,0.26758560302520606,0.11279312075705168,0.05274467793920758,18,8
LOCAL_PULSE_REVERT,0,0.55,18,0.16291105559338986,0.4037085534911412,0.0679343235334429,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.2110999136024075,0.11983448253476285,0.18449016797333828,8,8
LOCAL_PULSE_REVERT,0,0.55,18,0.22197305868456568,0.12797300551760377,0.07908810336463855,128,128
LOCAL_PULSE_REVERT,0,0.55,18,0.3782095970324202,0.1379792406652525,0.7241281074604455,18,18
LOCAL_PULSE_REVERT,0,0.55,18,0.1644192282266285,0.1297124943006953,0.264564295835589,18,128
LOCAL_PULSE_REVERT,0,0.55,18,0.27734903069304806,0.5989935660616623,0.06394258112407593,8,128
LOCAL_PULSE_REVERT,0,0.55,18,0.16701989366002007,0.11295992530237453,0.04557329460621456,18,8
LOCAL_PULSE_REVERT,0,0.55,18,0.21472351887712446,0.14689320664792335,0.053430258784139116,128,18
LOCAL_PULSE_REVERT,0,0.55,18,0.1635558156583576,0.1149013847435892,0.06412633608694401,8,128
LOCAL_PULSE_REVERT,0,0.8,18,0.26817080794615256,0.326678568256853,0.05913609517237461,128,128
LOCAL_PULSE_REVERT,0,0.8,18,0.2550474943945845,0.19570601345446076,0.06615885483669137,18,128
