model,irreversible_core_violation_rate,phase2_core_accuracy,abstention_rate,review_trigger_rate,review_steps_per_episode,safe_reversible_choice_rate,probe_rate,phase2_reward_capture_rate,developmental_transfer_score,long_term_trajectory_value,integrated_score,final_H_self,final_ethical_reliability,final_integration,final_ideal_alignment
full_core_emergency,0.07301185699870202,0.6302472956397585,0.011622767857142858,0.06328794642857143,0.24490401785714283,1.155307868140436,0.0,0.2110443780381852,0.813628476699485,0.16770823772321417,0.8428776909139074,0.1,0.9391589199518171,0.9155522152158589,0.9101931310728165
full_emergency_voi,0.07332185954135781,0.6298223818886087,0.011671875,0.06361941964285714,0.2456517857142857,1.1633513697171225,0.0569453125,0.21051187850017591,0.8135543279536892,0.16688901785714275,0.8428122524538673,0.1,0.9391580809631901,0.9155523945498055,0.9101932893086518
full_hypersensitive_emergency,0.022153595584212447,0.6618479719010483,0.020954241071428573,0.24653013392857143,0.9559553571428572,1.6754085702667691,0.0,0.19257827146056664,0.8249734143914862,0.2685252500000003,0.8562113283233455,0.1,0.9391578810687466,0.915595307614389,0.9102311537774019
full_no_emergency,0.14613870782987373,0.6186919642857143,0.0,0.0,0.0,0.0,0.0,0.2170982142857143,0.782136340646518,0.1019174107142857,0.807859052334619,0.28302402277584254,0.9390977676584061,0.9156317476220668,0.9102633067253528
