seed,model,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_quality_used,final_TF,final_I,final_A,final_H,final_maturity
18259,tdc_full_developmental_perception,0.8,0.050666666666666665,0.30526315789473685,0.18584070796460178,0.7103919999999969,0.9094732231112196,0.95,0.95,0.9422629246684083,0.2343756541121025,0.9019718176390765
18259,tdc_no_perceptual_development,0.6145833333333334,0.19866666666666666,0.4895833333333333,0.3754752851711027,0.5591146666666615,0.58,0.95,0.95,0.8939697081502962,0.38321722991515245,0.852688119558786
18259,simple_fixed_q058,0.5959595959595959,0.21466666666666667,0.494949494949495,0.34791252485089463,0.5608026666666619,0.58,0.24,0.34,0.4,0.62,0.34
18259,simple_fixed_q084_a008,0.7659574468085106,0.084,0.32978723404255317,0.16455696202531644,0.7162826666666627,0.84,0.24,0.34,0.4,0.62,0.34
18260,tdc_full_developmental_perception,0.9012345679012346,0.064,0.2222222222222222,0.16844143272023232,0.6713333333333299,0.9087766894692395,0.95,0.95,0.9397787050273917,0.24270386610906333,0.8992687097295821
18260,tdc_no_perceptual_development,0.5882352941176471,0.20133333333333334,0.5196078431372549,0.3630069238377844,0.5685359999999956,0.58,0.95,0.95,0.908780105264958,0.36947913602615357,0.8598252423097011
18260,simple_fixed_q058,0.6831683168316832,0.22133333333333333,0.4158415841584158,0.3647984267453294,0.5534008888888842,0.58,0.24,0.34,0.4,0.62,0.34
18260,simple_fixed_q084_a008,0.8431372549019608,0.076,0.30392156862745096,0.19205298013245034,0.7070222222222189,0.84,0.24,0.34,0.4,0.62,0.34
18261,tdc_full_developmental_perception,0.8367346938775511,0.056,0.2755102040816326,0.17652764306498545,0.697186666666663,0.9094988872300416,0.95,0.95,0.9397787050273917,0.2319641891580423,0.9019536289673373
18261,tdc_no_perceptual_development,0.5,0.23466666666666666,0.5384615384615384,0.3317120622568093,0.5431075555555516,0.58,0.95,0.95,0.8789598369425147,0.39175330847383866,0.846801632117169
18261,simple_fixed_q058,0.7040816326530612,0.22133333333333333,0.4387755102040816,0.31305201177625125,0.5613644444444398,0.58,0.24,0.34,0.4,0.62,0.34
18261,simple_fixed_q084_a008,0.7888888888888889,0.092,0.34444444444444444,0.19215686274509805,0.7043999999999964,0.84,0.24,0.34,0.4,0.62,0.34
18262,tdc_full_developmental_perception,0.86,0.052,0.26,0.1875,0.7228533333333296,0.9099424123449078,0.95,0.95,0.9344850055456866,0.22080497351715944,0.9034200080071317
18262,tdc_no_perceptual_development,0.5517241379310345,0.24933333333333332,0.5402298850574713,0.3536821705426357,0.5488773333333287,0.58,0.95,0.95,0.8706759574789238,0.43386075261006524,0.8342038012172146
18262,simple_fixed_q058,0.717948717948718,0.224,0.3076923076923077,0.3515625,0.5787137777777728,0.58,0.24,0.34,0.4,0.62,0.34
18262,simple_fixed_q084_a008,0.8823529411764706,0.09333333333333334,0.29411764705882354,0.173828125,0.7239324444444415,0.84,0.24,0.34,0.4,0.62,0.34
18263,tdc_full_developmental_perception,0.8446601941747572,0.06,0.30097087378640774,0.19823356231599606,0.6923848888888848,0.9068265630743562,0.95,0.95,0.926548713807642,0.25965427057737595,0.8917236108075666
18263,tdc_no_perceptual_development,0.6823529411764706,0.22,0.4470588235294118,0.3633692458374143,0.5711146666666617,0.58,0.95,0.95,0.8853413142017595,0.3895487143356121,0.8489481499665369
18263,simple_fixed_q058,0.5681818181818182,0.228,0.5454545454545454,0.34134615384615385,0.5193431111111068,0.58,0.24,0.34,0.4,0.62,0.34
18263,simple_fixed_q084_a008,0.7835051546391752,0.11466666666666667,0.3402061855670103,0.18700787401574803,0.6982284444444403,0.84,0.24,0.34,0.4,0.62,0.34
18264,tdc_full_developmental_perception,0.863013698630137,0.06533333333333333,0.2602739726027397,0.1755062680810029,0.7331697777777745,0.9090073190696387,0.95,0.95,0.9278629200856734,0.22954266459885722,0.899580063871704
18264,tdc_no_perceptual_development,0.6136363636363636,0.212,0.4659090909090909,0.3567937438905181,0.5517697777777726,0.58,0.95,0.95,0.8900711586762547,0.37808959486640303,0.8529953909524629
18264,simple_fixed_q058,0.6352941176470588,0.22533333333333333,0.4235294117647059,0.34390009606147937,0.5613688888888831,0.58,0.24,0.34,0.4,0.62,0.34
18264,simple_fixed_q084_a008,0.7865168539325843,0.084,0.3595505617977528,0.18395303326810175,0.7097786666666632,0.84,0.24,0.34,0.4,0.62,0.34
18265,tdc_full_developmental_perception,0.8888888888888888,0.05466666666666667,0.2222222222222222,0.14467253176930597,0.7139173333333303,0.9107607547947076,0.95,0.95,0.9375644727193797,0.2104755831532236,0.906772222391539
18265,tdc_no_perceptual_development,0.6363636363636364,0.20666666666666667,0.45454545454545453,0.34770114942528735,0.5591626666666624,0.58,0.95,0.95,0.891386347333852,0.38799237366654393,0.850848493416827
18265,simple_fixed_q058,0.6764705882352942,0.23066666666666666,0.5,0.3424657534246575,0.5889395555555503,0.58,0.24,0.34,0.4,0.62,0.34
18265,simple_fixed_q084_a008,0.7553191489361702,0.1,0.3404255319148936,0.2017982017982018,0.6557591111111069,0.84,0.24,0.34,0.4,0.62,0.34
18266,tdc_full_developmental_perception,0.8690476190476191,0.052,0.27380952380952384,0.14453125,0.6984862222222186,0.9087504115496463,0.95,0.95,0.9383114513677651,0.24190460659732382,0.8991017111926103
18266,tdc_no_perceptual_development,0.5657894736842105,0.232,0.5,0.3480825958702065,0.57089155555555,0.58,0.95,0.95,0.8659209372940683,0.40645707118303,0.8398659665277595
18266,simple_fixed_q058,0.6774193548387096,0.21333333333333335,0.46236559139784944,0.35679845708775315,0.5794746666666617,0.58,0.24,0.34,0.4,0.62,0.34
18266,simple_fixed_q084_a008,0.7717391304347826,0.08933333333333333,0.391304347826087,0.1565217391304348,0.7082373333333293,0.84,0.24,0.34,0.4,0.62,0.34
18267,tdc_full_developmental_perception,0.8421052631578947,0.050666666666666665,0.35789473684210527,0.16202783300198806,0.7271466666666634,0.9084211777014854,0.95,0.95,0.9394151962046194,0.2475752002930355,0.897959998977896
18267,tdc_no_perceptual_development,0.6195652173913043,0.208,0.532608695652174,0.3488824101068999,0.5486942222222173,0.58,0.95,0.95,0.8846492094585106,0.44129851016812205,0.8358376748225971
18267,simple_fixed_q058,0.7272727272727273,0.23866666666666667,0.36363636363636365,0.3594059405940594,0.5635404444444396,0.58,0.24,0.34,0.4,0.62,0.34
18267,simple_fixed_q084_a008,0.7446808510638298,0.092,0.4148936170212766,0.19594594594594594,0.6993342222222182,0.84,0.24,0.34,0.4,0.62,0.34
18268,tdc_full_developmental_perception,0.8625,0.068,0.2625,0.1681159420289855,0.6909324444444406,0.9086518805263926,0.95,0.95,0.9308386839056022,0.23726958257072098,0.8983922753337203
18268,tdc_no_perceptual_development,0.6483516483516484,0.208,0.5054945054945055,0.3403041825095057,0.5692248888888841,0.58,0.95,0.95,0.8760107701333619,0.40683109117072264,0.8422949197406597
18268,simple_fixed_q058,0.6419753086419753,0.22533333333333333,0.4691358024691358,0.34163346613545814,0.6030435555555506,0.58,0.24,0.34,0.4,0.62,0.34
18268,simple_fixed_q084_a008,0.6705882352941176,0.07466666666666667,0.4117647058823529,0.18303145853193517,0.7022977777777738,0.84,0.24,0.34,0.4,0.62,0.34
18269,tdc_full_developmental_perception,0.8118811881188119,0.048,0.3465346534653465,0.18100890207715134,0.6978106666666631,0.9083361898894828,0.95,0.95,0.9429536910376756,0.25161691124482394,0.8978341949482129
18269,tdc_no_perceptual_development,0.5681818181818182,0.18933333333333333,0.5227272727272727,0.35872709739633557,0.5752808888888846,0.58,0.95,0.95,0.8729898511817041,0.39528538231846083,0.8444261172158108
18269,simple_fixed_q058,0.5921052631578947,0.228,0.5263157894736842,0.35798816568047337,0.6061262222222169,0.58,0.24,0.34,0.4,0.62,0.34
18269,simple_fixed_q084_a008,0.8252427184466019,0.092,0.36893203883495146,0.1732283464566929,0.6890924444444406,0.84,0.24,0.34,0.4,0.62,0.34
18270,tdc_full_developmental_perception,0.8202247191011236,0.06666666666666667,0.24719101123595505,0.1605058365758755,0.7213822222222191,0.9099948347088618,0.95,0.95,0.935657213977702,0.22096835814389784,0.903672213958451
18270,tdc_no_perceptual_development,0.627906976744186,0.21066666666666667,0.43023255813953487,0.3438095238095238,0.5358319999999961,0.58,0.95,0.95,0.888740044569484,0.3807996266497877,0.851985104479924
18270,simple_fixed_q058,0.6455696202531646,0.22666666666666666,0.46835443037974683,0.333994053518335,0.5357911111111071,0.58,0.24,0.34,0.4,0.62,0.34
18270,simple_fixed_q084_a008,0.7916666666666666,0.084,0.3125,0.18084066471163246,0.7137093333333298,0.84,0.24,0.34,0.4,0.62,0.34
18271,tdc_full_developmental_perception,0.8829787234042553,0.052,0.3617021276595745,0.1661721068249258,0.6688515555555526,0.9060857521669661,0.95,0.95,0.9300012184835392,0.2703689940965103,0.8899080560967572
18271,tdc_no_perceptual_development,0.6075949367088608,0.22666666666666666,0.4936708860759494,0.33594515181194906,0.5837475555555507,0.58,0.95,0.95,0.8946058899013944,0.37920087735122837,0.8538512531375415
18271,simple_fixed_q058,0.6133333333333333,0.24266666666666667,0.52,0.35082604470359574,0.5781697777777723,0.58,0.24,0.34,0.4,0.62,0.34
18271,simple_fixed_q084_a008,0.7261904761904762,0.092,0.44047619047619047,0.18164251207729468,0.6701733333333298,0.84,0.24,0.34,0.4,0.62,0.34
18272,tdc_full_developmental_perception,0.8023255813953488,0.048,0.29069767441860467,0.1681159420289855,0.7071866666666639,0.9111502484980121,0.95,0.95,0.95,0.21458358444084397,0.9088541038897889
18272,tdc_no_perceptual_development,0.627906976744186,0.21333333333333335,0.5,0.3464955577492596,0.5511608888888845,0.58,0.95,0.95,0.8839529270206343,0.41766281178801967,0.8415725288081537
18272,simple_fixed_q058,0.6494845360824743,0.2,0.5051546391752577,0.34990439770554493,0.5367706666666626,0.58,0.24,0.34,0.4,0.62,0.34
18272,simple_fixed_q084_a008,0.8625,0.096,0.3125,0.19264278799612777,0.6996115555555517,0.84,0.24,0.34,0.4,0.62,0.34
18273,tdc_full_developmental_perception,0.8478260869565217,0.050666666666666665,0.358695652173913,0.1871401151631478,0.6543422222222182,0.9076949781620314,0.95,0.95,0.9419144111352197,0.2598496518105284,0.8955161898311728
18273,tdc_no_perceptual_development,0.632183908045977,0.212,0.4482758620689655,0.36601941747572814,0.5109822222222182,0.58,0.95,0.95,0.8900711586762547,0.39400728614157543,0.8490159681336698
18273,simple_fixed_q058,0.5833333333333334,0.22933333333333333,0.5357142857142857,0.3306288032454361,0.5498106666666627,0.58,0.24,0.34,0.4,0.62,0.34
18273,simple_fixed_q084_a008,0.8351648351648352,0.084,0.31868131868131866,0.15996168582375478,0.6820826666666631,0.84,0.24,0.34,0.4,0.62,0.34
18274,tdc_full_developmental_perception,0.7920792079207921,0.06266666666666666,0.3465346534653465,0.17421953675730112,0.627779555555552,0.9071564864741781,0.95,0.95,0.9371875983092351,0.2635727853802931,0.8934037032322355
18274,tdc_no_perceptual_development,0.6290322580645161,0.228,0.4838709677419355,0.3669201520912547,0.5127875555555513,0.58,0.95,0.95,0.9019487907831413,0.39512456253833633,0.8517060570612012
18274,simple_fixed_q058,0.6989247311827957,0.228,0.40860215053763443,0.35129740518962077,0.593764444444438,0.58,0.24,0.34,0.4,0.62,0.34
18274,simple_fixed_q084_a008,0.7916666666666666,0.08666666666666667,0.2916666666666667,0.20038167938931298,0.7032542222222187,0.84,0.24,0.34,0.4,0.62,0.34
18275,tdc_full_developmental_perception,0.8518518518518519,0.056,0.32098765432098764,0.1802154750244858,0.6910097777777741,0.9090435317848544,0.95,0.95,0.9379390858830634,0.23728274836445828,0.9001640843796512
18275,tdc_no_perceptual_development,0.6470588235294118,0.22,0.4411764705882353,0.3626373626373626,0.5216142222222184,0.58,0.95,0.95,0.8920380292498489,0.39108719735629355,0.8502377079733887
18275,simple_fixed_q058,0.5047619047619047,0.196,0.5904761904761905,0.3658301158301158,0.508910222222219,0.58,0.24,0.34,0.4,0.62,0.34
18275,simple_fixed_q084_a008,0.875,0.09333333333333334,0.2625,0.19439071566731142,0.714121777777774,0.84,0.24,0.34,0.4,0.62,0.34
18276,tdc_full_developmental_perception,0.8953488372093024,0.05733333333333333,0.18604651162790697,0.17416267942583732,0.7063893333333298,0.9093189383232442,0.95,0.95,0.9308386839056022,0.22732217488505727,0.9008791272551363
18276,tdc_no_perceptual_development,0.6190476190476191,0.20133333333333334,0.4880952380952381,0.3241650294695481,0.5669484444444403,0.58,0.95,0.95,0.8691099893920098,0.4014983384929051,0.8419029127247761
18276,simple_fixed_q058,0.5949367088607594,0.24266666666666667,0.46835443037974683,0.33235004916420846,0.5939128888888834,0.58,0.24,0.34,0.4,0.62,0.34
18276,simple_fixed_q084_a008,0.6962025316455697,0.10533333333333333,0.3670886075949367,0.16747809152872445,0.7074702222222182,0.84,0.24,0.34,0.4,0.62,0.34
18277,tdc_full_developmental_perception,0.7844827586206896,0.048,0.3879310344827586,0.1784675072744908,0.6791022222222187,0.9071953705311706,0.95,0.95,0.9429536910376756,0.26754647525313646,0.8938518039461347
18277,tdc_no_perceptual_development,0.5681818181818182,0.224,0.5454545454545454,0.3377609108159393,0.5632693333333283,0.58,0.95,0.95,0.8933296862679037,0.4101415600938568,0.8457970315435117
18277,simple_fixed_q058,0.6739130434782609,0.21066666666666667,0.4782608695652174,0.33827893175074186,0.5273262222222181,0.58,0.24,0.34,0.4,0.62,0.34
18277,simple_fixed_q084_a008,0.8804347826086957,0.10133333333333333,0.25,0.16812439261418854,0.7133706666666626,0.84,0.24,0.34,0.4,0.62,0.34
18278,tdc_full_developmental_perception,0.875,0.06133333333333333,0.2727272727272727,0.17702448210922786,0.7284426666666632,0.9097822185007864,0.95,0.95,0.9375644727193797,0.22583103592399745,0.9029333591988455
18278,tdc_no_perceptual_development,0.6621621621621622,0.20933333333333334,0.5,0.34396135265700484,0.5705057777777727,0.58,0.95,0.95,0.8811255136846144,0.4069618422700267,0.8435409178536468
18278,simple_fixed_q058,0.6296296296296297,0.22266666666666668,0.48148148148148145,0.34615384615384615,0.55766844444444,0.58,0.24,0.34,0.4,0.62,0.34
18278,simple_fixed_q084_a008,0.7816091954022989,0.09466666666666666,0.41379310344827586,0.18054162487462388,0.6333813333333292,0.84,0.24,0.34,0.4,0.62,0.34
18279,tdc_full_developmental_perception,0.9052631578947369,0.06133333333333333,0.25263157894736843,0.20780487804878048,0.6640933333333296,0.9080520883432024,0.95,0.95,0.935268826939338,0.24954070013325724,0.8964320317015202
18279,tdc_no_perceptual_development,0.7096774193548387,0.20133333333333334,0.3978494623655914,0.366307541625857,0.547566222222218,0.58,0.95,0.95,0.8880684553012917,0.393196191595422,0.8487180659264675
18279,simple_fixed_q058,0.5714285714285714,0.25066666666666665,0.5164835164835165,0.3399405351833499,0.5537937777777721,0.58,0.24,0.34,0.4,0.62,0.34
18279,simple_fixed_q084_a008,0.81,0.08,0.29,0.17370441458733205,0.6865191111111072,0.84,0.24,0.34,0.4,0.62,0.34
18280,tdc_full_developmental_perception,0.8461538461538461,0.05333333333333334,0.34615384615384615,0.17743490838958534,0.6875413333333299,0.9092858718513233,0.95,0.95,0.9415637938986113,0.23661791992978284,0.9012364684922071
18280,tdc_no_perceptual_development,0.6111111111111112,0.21466666666666667,0.5555555555555556,0.3317445185891325,0.563325333333329,0.58,0.95,0.95,0.8818387606025068,0.4157209114535752,0.8415294622872329
18280,simple_fixed_q058,0.6111111111111112,0.232,0.4777777777777778,0.363,0.5664799999999955,0.58,0.24,0.34,0.4,0.62,0.34
18280,simple_fixed_q084_a008,0.8072289156626506,0.12,0.3614457831325301,0.16403162055335968,0.6944177777777737,0.84,0.24,0.34,0.4,0.62,0.34
18281,tdc_full_developmental_perception,0.9024390243902439,0.056,0.25609756097560976,0.17404129793510326,0.7028995555555521,0.909035112773247,0.95,0.95,0.9328887742554554,0.23327924486718052,0.8999023823470687
18281,tdc_no_perceptual_development,0.5542168674698795,0.224,0.5180722891566265,0.35823754789272033,0.5568924444444395,0.58,0.95,0.95,0.8634782608484736,0.43046138777769977,0.8332542182676934
18281,simple_fixed_q058,0.6862745098039216,0.192,0.39215686274509803,0.34071222329162654,0.5817413333333281,0.58,0.24,0.34,0.4,0.62,0.34
18281,simple_fixed_q084_a008,0.8974358974358975,0.08933333333333333,0.20512820512820512,0.18840579710144928,0.7276239999999967,0.84,0.24,0.34,0.4,0.62,0.34
18282,tdc_full_developmental_perception,0.782608695652174,0.04133333333333333,0.3804347826086957,0.1650390625,0.6779199999999967,0.9076493230130663,0.95,0.95,0.9401400327972274,0.25908947955532874,0.8952626383104746
18282,tdc_no_perceptual_development,0.7078651685393258,0.23333333333333334,0.39325842696629215,0.35968379446640314,0.571998222222217,0.58,0.95,0.95,0.900162476243179,0.34953320663195814,0.8626573174028052
18282,simple_fixed_q058,0.6914893617021277,0.22,0.4148936170212766,0.3563327032136106,0.5692462222222172,0.58,0.24,0.34,0.4,0.62,0.34
18282,simple_fixed_q084_a008,0.84375,0.092,0.2916666666666667,0.1541501976284585,0.7337662222222192,0.84,0.24,0.34,0.4,0.62,0.34
18283,tdc_full_developmental_perception,0.845360824742268,0.04933333333333333,0.36082474226804123,0.16285714285714287,0.7085182222222188,0.907522324779384,0.95,0.95,0.9300012184835392,0.2527961401399536,0.8943012695858963
18283,tdc_no_perceptual_development,0.5740740740740741,0.184,0.5925925925925926,0.3594961240310077,0.5250408888888843,0.58,0.95,0.95,0.8952382545619861,0.43353285182265583,0.8404263506848326
18283,simple_fixed_q058,0.5657894736842105,0.236,0.5394736842105263,0.3628230616302187,0.5341475555555515,0.58,0.24,0.34,0.4,0.62,0.34
18283,simple_fixed_q084_a008,0.8021978021978022,0.10533333333333333,0.3076923076923077,0.19504950495049506,0.6997173333333295,0.84,0.24,0.34,0.4,0.62,0.34
18284,tdc_full_developmental_perception,0.8735632183908046,0.056,0.22988505747126436,0.15376984126984128,0.698235555555552,0.9095529025485843,0.95,0.95,0.9364270110696727,0.22839502213769483,0.9020079972329945
18284,tdc_no_perceptual_development,0.5959595959595959,0.19866666666666666,0.46464646464646464,0.3666987487969201,0.5473368888888849,0.58,0.95,0.95,0.8971126743399,0.38405174170548384,0.8532652331586039
18284,simple_fixed_q058,0.5466666666666666,0.24266666666666667,0.52,0.3599605522682446,0.5561075555555504,0.58,0.24,0.34,0.4,0.62,0.34
18284,simple_fixed_q084_a008,0.7976190476190477,0.08666666666666667,0.34523809523809523,0.16401590457256462,0.7071662222222185,0.84,0.24,0.34,0.4,0.62,0.34
18285,tdc_full_developmental_perception,0.7865168539325843,0.064,0.3707865168539326,0.17210682492581603,0.7018613333333298,0.9081614585612534,0.95,0.95,0.9375644727193797,0.24981994560398058,0.8969361317788498
18285,tdc_no_perceptual_development,0.6923076923076923,0.208,0.4175824175824176,0.38293650793650796,0.5442044444444402,0.58,0.95,0.95,0.8867130907186497,0.36876902121579097,0.8544860173757147
18285,simple_fixed_q058,0.6585365853658537,0.23066666666666666,0.47560975609756095,0.3507246376811594,0.5837448888888832,0.58,0.24,0.34,0.4,0.62,0.34
18285,simple_fixed_q084_a008,0.8505747126436781,0.09866666666666667,0.2413793103448276,0.17797443461160276,0.6937439999999967,0.84,0.24,0.34,0.4,0.62,0.34
18286,tdc_full_developmental_perception,0.9047619047619048,0.06933333333333333,0.30952380952380953,0.17411988582302568,0.7132177777777748,0.9099212262162226,0.95,0.95,0.9472465888989244,0.23162644277830666,0.9039050365301544
18286,tdc_no_perceptual_development,0.631578947368421,0.208,0.45263157894736844,0.3464180569185476,0.534857777777773,0.58,0.95,0.95,0.8804079614533344,0.39568218692742213,0.8461814436314781
18286,simple_fixed_q058,0.5662650602409639,0.21733333333333332,0.5060240963855421,0.3427734375,0.5695119999999955,0.58,0.24,0.34,0.4,0.62,0.34
18286,simple_fixed_q084_a008,0.7244897959183674,0.09466666666666666,0.41836734693877553,0.1871345029239766,0.6893351111111075,0.84,0.24,0.34,0.4,0.62,0.34
18287,tdc_full_developmental_perception,0.8227848101265823,0.076,0.24050632911392406,0.17012858555885263,0.7166399999999958,0.9096638891362858,0.95,0.95,0.9371875983092351,0.22733106627705357,0.9024641330080454
18287,tdc_no_perceptual_development,0.651685393258427,0.20933333333333334,0.43820224719101125,0.37271853986551395,0.5323733333333286,0.58,0.95,0.95,0.8774941772794864,0.40582727720503975,0.8429167250186116
18287,simple_fixed_q058,0.6444444444444445,0.23733333333333334,0.4888888888888889,0.34036433365292423,0.5302319999999959,0.58,0.24,0.34,0.4,0.62,0.34
18287,simple_fixed_q084_a008,0.8709677419354839,0.09866666666666667,0.2903225806451613,0.17425742574257425,0.7143662222222187,0.84,0.24,0.34,0.4,0.62,0.34
18288,tdc_full_developmental_perception,0.83,0.056,0.3,0.1569767441860465,0.7002977777777745,0.9105295951977512,0.95,0.95,0.9462855177807291,0.22140827164804616,0.9062193115331707
18288,tdc_no_perceptual_development,0.5591397849462365,0.23733333333333334,0.5806451612903226,0.3446327683615819,0.5491555555555516,0.58,0.95,0.95,0.8774941772794864,0.43276609852296866,0.8361820196891294
18288,simple_fixed_q058,0.5952380952380952,0.224,0.5595238095238095,0.36650717703349284,0.5420799999999953,0.58,0.24,0.34,0.4,0.62,0.34
18288,simple_fixed_q084_a008,0.8068181818181818,0.09466666666666666,0.3522727272727273,0.17572815533980582,0.7085884444444402,0.84,0.24,0.34,0.4,0.62,0.34
18289,tdc_full_developmental_perception,0.8170731707317073,0.04933333333333333,0.36585365853658536,0.1996124031007752,0.6967448888888851,0.9066349107107596,0.95,0.95,0.9308386839056022,0.2656616826970913,0.8912942503021277
18289,tdc_no_perceptual_development,0.5915492957746479,0.22,0.5633802816901409,0.34966378482228627,0.572180444444439,0.58,0.95,0.95,0.8832524416706583,0.4023851977939192,0.8452168109691848
18289,simple_fixed_q058,0.6136363636363636,0.23866666666666667,0.4659090909090909,0.35172413793103446,0.5667804444444392,0.58,0.24,0.34,0.4,0.62,0.34
18289,simple_fixed_q084_a008,0.8333333333333334,0.10933333333333334,0.3076923076923077,0.16367076631977295,0.7419608888888858,0.84,0.24,0.34,0.4,0.62,0.34
18290,tdc_full_developmental_perception,0.8181818181818182,0.058666666666666666,0.38636363636363635,0.19940476190476192,0.6921395555555521,0.9059740375028605,0.95,0.95,0.9252105650835999,0.2700430380073799,0.888791881769055
18290,tdc_no_perceptual_development,0.5853658536585366,0.216,0.4878048780487805,0.3468208092485549,0.5448293333333286,0.58,0.95,0.95,0.8782292122158095,0.4189166831519545,0.8398281322659638
18290,simple_fixed_q058,0.59375,0.2,0.5208333333333334,0.37073170731707317,0.5332399999999952,0.58,0.24,0.34,0.4,0.62,0.34
18290,simple_fixed_q084_a008,0.7972972972972973,0.09466666666666666,0.28378378378378377,0.1964461994076999,0.7201999999999962,0.84,0.24,0.34,0.4,0.62,0.34
18291,tdc_full_developmental_perception,0.8352941176470589,0.04933333333333333,0.3058823529411765,0.18951612903225806,0.7038488888888857,0.9095742189508378,0.95,0.95,0.9401400327972274,0.22943891824334783,0.9026752786384697
18291,tdc_no_perceptual_development,0.7037037037037037,0.204,0.42592592592592593,0.3667953667953668,0.542535111111107,0.58,0.95,0.95,0.8946058899013944,0.37704943865315815,0.854389112812059
18291,simple_fixed_q058,0.6194690265486725,0.21333333333333335,0.45132743362831856,0.3378238341968912,0.5585644444444388,0.58,0.24,0.34,0.4,0.62,0.34
18291,simple_fixed_q084_a008,0.7831325301204819,0.10666666666666667,0.3253012048192771,0.16023738872403562,0.696685333333329,0.84,0.24,0.34,0.4,0.62,0.34
18292,tdc_full_developmental_perception,0.8160919540229885,0.058666666666666666,0.3563218390804598,0.19980119284294234,0.695873777777774,0.906972295133972,0.95,0.95,0.9287259681097684,0.2593980405922346,0.8923319818793835
18292,tdc_no_perceptual_development,0.7127659574468085,0.224,0.425531914893617,0.33980582524271846,0.5804568888888837,0.58,0.95,0.95,0.8745094006021662,0.38189318457289606,0.8481540540073176
18292,simple_fixed_q058,0.47126436781609193,0.22266666666666668,0.6551724137931034,0.3336594911937378,0.515439999999996,0.58,0.24,0.34,0.4,0.62,0.34
18292,simple_fixed_q084_a008,0.8723404255319149,0.084,0.26595744680851063,0.1619234543670265,0.69958933333333,0.84,0.24,0.34,0.4,0.62,0.34
18293,tdc_full_developmental_perception,0.8631578947368421,0.06,0.30526315789473685,0.19552529182879377,0.6726879999999956,0.9090553717765779,0.95,0.95,0.9397787050273917,0.2386004008864925,0.9002945760352248
18293,tdc_no_perceptual_development,0.5584415584415584,0.212,0.5194805194805194,0.35789473684210527,0.5662035555555505,0.58,0.95,0.95,0.8811255136846144,0.39753745072039987,0.8458970157410536
18293,simple_fixed_q058,0.696969696969697,0.20266666666666666,0.42424242424242425,0.3326848249027237,0.5585102222222174,0.58,0.24,0.34,0.4,0.62,0.34
18293,simple_fixed_q084_a008,0.7959183673469388,0.08133333333333333,0.336734693877551,0.17782217782217782,0.6704711111111076,0.84,0.24,0.34,0.4,0.62,0.34
18294,tdc_full_developmental_perception,0.8777777777777778,0.064,0.34444444444444444,0.16747809152872445,0.7250275555555521,0.9084091643971923,0.95,0.95,0.9332914416099226,0.24281244826159332,0.8976197483370822
18294,tdc_no_perceptual_development,0.5375,0.192,0.575,0.3434959349593496,0.548826666666662,0.58,0.95,0.95,0.9042809253323254,0.40489205228901265,0.8498472182608281
18294,simple_fixed_q058,0.6285714285714286,0.20533333333333334,0.45714285714285713,0.35181644359464626,0.5756248888888836,0.58,0.24,0.34,0.4,0.62,0.34
18294,simple_fixed_q084_a008,0.8414634146341463,0.096,0.32926829268292684,0.18199802176063304,0.7085013333333293,0.84,0.24,0.34,0.4,0.62,0.34
18295,tdc_full_developmental_perception,0.8426966292134831,0.06133333333333333,0.29213483146067415,0.1925287356321839,0.695834666666663,0.9066155005960927,0.95,0.95,0.919609701902215,0.25695988147344184,0.8906624551071932
18295,tdc_no_perceptual_development,0.5851063829787234,0.21333333333333335,0.46808510638297873,0.35271317829457366,0.5373653333333287,0.58,0.95,0.95,0.8977299982938607,0.37433615887429955,0.8558484598548902
18295,simple_fixed_q058,0.6,0.24,0.47058823529411764,0.36514118792599803,0.5487715555555509,0.58,0.24,0.34,0.4,0.62,0.34
18295,simple_fixed_q084_a008,0.8275862068965517,0.092,0.26436781609195403,0.18992248062015504,0.7500373333333302,0.84,0.24,0.34,0.4,0.62,0.34
18296,tdc_full_developmental_perception,0.8488372093023255,0.05733333333333333,0.26744186046511625,0.17641228939544104,0.6922755555555522,0.9096490340740506,0.95,0.95,0.9386815826595585,0.22878717983865024,0.902473600705227
18296,tdc_no_perceptual_development,0.5844155844155844,0.23066666666666666,0.5454545454545454,0.3470824949698189,0.564657777777773,0.58,0.95,0.95,0.8964916240844065,0.4074686191277403,0.8472557512391665
18296,simple_fixed_q058,0.6419753086419753,0.228,0.49382716049382713,0.36203522504892366,0.5757946666666612,0.58,0.24,0.34,0.4,0.62,0.34
18296,simple_fixed_q084_a008,0.7752808988764045,0.09333333333333334,0.39325842696629215,0.17630057803468208,0.6991448888888856,0.84,0.24,0.34,0.4,0.62,0.34
18297,tdc_full_developmental_perception,0.8709677419354839,0.07466666666666667,0.3118279569892473,0.16379310344827586,0.7058462222222187,0.9101569260729682,0.95,0.95,0.9469281578460005,0.22774536466186604,0.9047956982960336
18297,tdc_no_perceptual_development,0.6382978723404256,0.21333333333333335,0.5212765957446809,0.3477038425492034,0.5562088888888835,0.58,0.95,0.95,0.8846492094585106,0.39620763426617306,0.8471103937980844
18297,simple_fixed_q058,0.5280898876404494,0.22533333333333333,0.5617977528089888,0.34307992202729043,0.5691564444444399,0.58,0.24,0.34,0.4,0.62,0.34
