seed,model,phase,R_ethical,third_factor_volition,integration,ideal_alignment,H_self,R_gain_in_phase
12228,selfactualization_loop,6,0.5,0.7376850494659585,0.95,0.9343198399603957,0.854468630657241,0.0
12229,perception_only,1,0.5033465988964941,0.22,0.3,0.38,0.66,-0.04665340110350591
12229,perception_only,2,0.5066614934611535,0.22,0.3,0.38,0.66,0.0033148945646593875
12229,perception_only,3,0.5154249123188754,0.22,0.3,0.38,0.66,0.008763418857721916
12229,perception_only,4,0.503992,0.22,0.3,0.38,0.66,-0.011432912318875443
12229,perception_only,5,0.5068733998358467,0.22,0.3,0.38,0.66,0.0028813998358466764
12229,perception_only,6,0.5,0.22,0.3,0.38,0.66,-0.006873399835846672
12229,autonomy_only,1,0.5035475969903717,0.43927464841484876,0.3,0.38,0.66,-0.046452403009628385
12229,autonomy_only,2,0.5584920809123958,0.6676980994237296,0.3,0.38,0.66,0.05494448392202411
12229,autonomy_only,3,0.5435039276719776,0.8692258820797731,0.3,0.38,0.66,-0.014988153240418134
12229,autonomy_only,4,0.6255311651390207,0.95,0.3,0.38,0.66,0.0820272374670431
12229,autonomy_only,5,0.751931165139023,0.95,0.3,0.38,0.66,0.1264000000000023
12229,autonomy_only,6,0.9369999999999999,0.95,0.3,0.38,0.66,0.18506883486097692
12229,selfactualization_loop,1,0.5004691046322448,0.29442635681503027,0.5858485871683666,0.48955418992519484,0.7006401939631932,-0.049530895367755234
12229,selfactualization_loop,2,0.5,0.39106295100040267,0.9027847596126859,0.6297748040811453,0.7362955116775599,-0.00046910463224481
12229,selfactualization_loop,3,0.5,0.5166645417501009,0.95,0.7604276564712689,0.6680331782110491,0.0
12229,selfactualization_loop,4,0.5010303563904778,0.5947741628463603,0.95,0.8451997737424315,0.7129833544583939,0.0010303563904777713
12229,selfactualization_loop,5,0.5023749457212409,0.6387998222902681,0.95,0.8901738317821585,0.7873643584259175,0.0013445893307630907
12229,selfactualization_loop,6,0.5,0.6643147962993289,0.95,0.9212688088006917,0.9,-0.002374945721240862
12230,perception_only,1,0.5399831414637495,0.22,0.3,0.38,0.66,-0.010016858536250561
12230,perception_only,2,0.5089045900830699,0.22,0.3,0.38,0.66,-0.03107855138067961
12230,perception_only,3,0.503992,0.22,0.3,0.38,0.66,-0.004912590083069879
12230,perception_only,4,0.5009681755525119,0.22,0.3,0.38,0.66,-0.003023824447488055
12230,perception_only,5,0.5067429033871965,0.22,0.3,0.38,0.66,0.005774727834684579
12230,perception_only,6,0.5,0.22,0.3,0.38,0.66,-0.006742903387196519
12230,autonomy_only,1,0.5069925394895969,0.42926871052052434,0.3,0.38,0.66,-0.04300746051040316
12230,autonomy_only,2,0.5145132705480466,0.6225270579910654,0.3,0.38,0.66,0.007520731058449748
12230,autonomy_only,3,0.5255673720970274,0.7986590197296056,0.3,0.38,0.66,0.011054101548980788
12230,autonomy_only,4,0.6665257517692166,0.95,0.3,0.38,0.66,0.14095837967218916
12230,autonomy_only,5,0.8847257517692194,0.95,0.3,0.38,0.66,0.21820000000000284
12230,autonomy_only,6,0.94,0.95,0.3,0.38,0.66,0.05527424823078053
12230,selfactualization_loop,1,0.5033754992078078,0.315900326197084,0.6592998066515565,0.5186897567870412,0.6672215528668571,-0.04662450079219227
12230,selfactualization_loop,2,0.5201091431925311,0.43647355069659494,0.95,0.6745366078733789,0.6324778288654639,0.016733643984723323
12230,selfactualization_loop,3,0.5088702736011532,0.5527905531529901,0.95,0.827830210935801,0.6387490013804602,-0.011238869591377876
12230,selfactualization_loop,4,0.5008170786795993,0.5996428389291123,0.95,0.8781735118971749,0.724583710362066,-0.008053194921553875
12230,selfactualization_loop,5,0.5006247086556658,0.6309994354057036,0.95,0.9115624475386784,0.8643148734333084,-0.0001923700239335746
12230,selfactualization_loop,6,0.5,0.6397672377466079,0.95,0.9239341679102105,0.9,-0.0006247086556657733
12231,perception_only,1,0.5037908561353815,0.22,0.3,0.38,0.66,-0.046209143864618496
12231,perception_only,2,0.5078926374469007,0.22,0.3,0.38,0.66,0.00410178131151917
12231,perception_only,3,0.5077077400179497,0.22,0.3,0.38,0.66,-0.00018489742895100303
12231,perception_only,4,0.5175979736393486,0.22,0.3,0.38,0.66,0.009890233621398847
12231,perception_only,5,0.502,0.22,0.3,0.38,0.66,-0.015597973639348561
12231,perception_only,6,0.5068850177520097,0.22,0.3,0.38,0.66,0.004885017752009668
12231,autonomy_only,1,0.5071398164656455,0.42653851780237856,0.3,0.38,0.66,-0.0428601835343545
12231,autonomy_only,2,0.5096800133547607,0.6404870668356808,0.3,0.38,0.66,0.0025401968891151094
12231,autonomy_only,3,0.5302865004966019,0.8478688015942302,0.3,0.38,0.66,0.020606487141841212
12231,autonomy_only,4,0.5739741390132115,0.95,0.3,0.38,0.66,0.04368763851660962
12231,autonomy_only,5,0.8267741390132144,0.95,0.3,0.38,0.66,0.2528000000000029
12231,autonomy_only,6,0.94,0.95,0.3,0.38,0.66,0.11322586098678555
12231,selfactualization_loop,1,0.5004706830751305,0.29348135875359616,0.5824049181271159,0.49033325434818137,0.7241539812039978,-0.049529316924869504
12231,selfactualization_loop,2,0.5074667415025287,0.39959039212203795,0.9285189441041338,0.6358835972480986,0.7119521073616296,0.006996058427398144
12231,selfactualization_loop,3,0.5228665270905719,0.5315059586561375,0.95,0.774496431323942,0.6273625225985836,0.015399785588043224
12231,selfactualization_loop,4,0.5046681091974267,0.6009045522108735,0.95,0.865726351916756,0.6400875197289321,-0.018198417893145247
12231,selfactualization_loop,5,0.5,0.6317097233942334,0.95,0.9038859444817702,0.7163948898844136,-0.004668109197426662
12231,selfactualization_loop,6,0.5,0.6492598697731151,0.95,0.9238083021375333,0.9,0.0
12232,perception_only,1,0.5518038193396622,0.22,0.3,0.38,0.66,0.001803819339662116
12232,perception_only,2,0.503992,0.22,0.3,0.38,0.66,-0.047811819339662165
12232,perception_only,3,0.502,0.22,0.3,0.38,0.66,-0.0019919999999999938
12232,perception_only,4,0.5,0.22,0.3,0.38,0.66,-0.0020000000000000018
12232,perception_only,5,0.5,0.22,0.3,0.38,0.66,0.0
12232,perception_only,6,0.5028926380830699,0.22,0.3,0.38,0.66,0.0028926380830699427
12232,autonomy_only,1,0.514292251093923,0.43679251689884196,0.3,0.38,0.66,-0.035707748906077086
12232,autonomy_only,2,0.517273625228458,0.6550718951957506,0.3,0.38,0.66,0.002981374134535031
12232,autonomy_only,3,0.6100188510448742,0.863726117281452,0.3,0.38,0.66,0.0927452258164162
12232,autonomy_only,4,0.8134711622248765,0.95,0.3,0.38,0.66,0.2034523111800023
12232,autonomy_only,5,0.94,0.95,0.3,0.38,0.66,0.12652883777512347
12232,autonomy_only,6,0.94,0.95,0.3,0.38,0.66,0.0
12232,selfactualization_loop,1,0.503858586980502,0.30671833032803925,0.6277547510886827,0.5125922923990663,0.6986005171572769,-0.046141413019498034
12232,selfactualization_loop,2,0.5061960263579943,0.4275905728043424,0.95,0.640913104253822,0.6455370813763688,0.002337439377492312
12232,selfactualization_loop,3,0.5431730695672294,0.5745672287496946,0.95,0.8072020436798302,0.5250630874848692,0.036977043209235116
12232,selfactualization_loop,4,0.5,0.6389187182618753,0.95,0.8769096773953905,0.5691778225634286,-0.04317306956722944
12232,selfactualization_loop,5,0.5006170456558575,0.6769261727870824,0.95,0.9186706568537083,0.7264790231654695,0.0006170456558575177
12232,selfactualization_loop,6,0.5,0.6873242126267406,0.95,0.9336290633643881,0.9,-0.0006170456558575177
12233,perception_only,1,0.5087266719363402,0.22,0.3,0.38,0.66,-0.0412733280636598
12233,perception_only,2,0.505976032,0.22,0.3,0.38,0.66,-0.0027506399363402823
12233,perception_only,3,0.508928350850302,0.22,0.3,0.38,0.66,0.002952318850302005
12233,perception_only,4,0.5,0.22,0.3,0.38,0.66,-0.00892835085030197
12233,perception_only,5,0.5005665411841638,0.22,0.3,0.38,0.66,0.0005665411841637713
12233,perception_only,6,0.5029404462750698,0.22,0.3,0.38,0.66,0.00237390509090607
12233,autonomy_only,1,0.5015708097764523,0.39270244411308053,0.3,0.38,0.66,-0.04842919022354775
12233,autonomy_only,2,0.5211004990188269,0.5700501324789384,0.3,0.38,0.66,0.019529689242374637
12233,autonomy_only,3,0.5430075280669676,0.7614500223919921,0.3,0.38,0.66,0.02190702904814068
12233,autonomy_only,4,0.6499062478690699,0.95,0.3,0.38,0.66,0.1068987198021023
12233,autonomy_only,5,0.924906247869073,0.95,0.3,0.38,0.66,0.27500000000000313
12233,autonomy_only,6,0.9228,0.95,0.3,0.38,0.66,-0.002106247869073097
12233,selfactualization_loop,1,0.5040174433272219,0.3114758728578875,0.645250005140305,0.5124814455149092,0.7128535681240906,-0.045982556672778174
12233,selfactualization_loop,2,0.527235481909817,0.4477204095777217,0.95,0.6732418737222591,0.6309484728693004,0.02321803858259508
12233,selfactualization_loop,3,0.5263041185595947,0.5794987969480289,0.95,0.8181174721430533,0.5654318304985602,-0.0009313633502222585
12233,selfactualization_loop,4,0.5011105037888247,0.6417776116106279,0.95,0.8866629519433236,0.5845016275963532,-0.02519361477076998
12233,selfactualization_loop,5,0.5,0.6735151703850292,0.95,0.9203168808707852,0.747835568319862,-0.0011105037888247127
12233,selfactualization_loop,6,0.5,0.6799612685703155,0.95,0.9305593523692269,0.9,0.0
12234,perception_only,1,0.5167549112750215,0.22,0.3,0.38,0.66,-0.033245088724978555
12234,perception_only,2,0.5117981458525033,0.22,0.3,0.38,0.66,-0.004956765422518217
12234,perception_only,3,0.5057539308317547,0.22,0.3,0.38,0.66,-0.006044215020748589
12234,perception_only,4,0.502,0.22,0.3,0.38,0.66,-0.0037539308317546816
12234,perception_only,5,0.5171821297058821,0.22,0.3,0.38,0.66,0.015182129705882064
12234,perception_only,6,0.5023180991913382,0.22,0.3,0.38,0.66,-0.01486403051454388
12234,autonomy_only,1,0.5025954108980554,0.4049059021826918,0.3,0.38,0.66,-0.04740458910194467
12234,autonomy_only,2,0.5,0.583552465536943,0.3,0.38,0.66,-0.0025954108980553725
12234,autonomy_only,3,0.5179374161912363,0.7590840030090845,0.3,0.38,0.66,0.017937416191236344
12234,autonomy_only,4,0.6460013861157856,0.95,0.3,0.38,0.66,0.12806396992454927
12234,autonomy_only,5,0.8950013861157885,0.95,0.3,0.38,0.66,0.24900000000000289
12234,autonomy_only,6,0.9369999999999999,0.95,0.3,0.38,0.66,0.041998613884211444
12234,selfactualization_loop,1,0.5037826048324715,0.2948700790869502,0.586306505936446,0.4999728983744022,0.7051458176122857,-0.04621739516752854
12234,selfactualization_loop,2,0.5023492641305668,0.3914422585801962,0.9031757648442926,0.608186280470138,0.734544151171528,-0.0014333407019047062
12234,selfactualization_loop,3,0.5144456834885779,0.5287367981682817,0.95,0.7567589697603998,0.6514755390616919,0.01209641935801109
12234,selfactualization_loop,4,0.5,0.6105320243920466,0.95,0.8544645444089055,0.6451947903366869,-0.014445683488577887
12234,selfactualization_loop,5,0.5014887300997114,0.6507460217735948,0.95,0.8982953052043476,0.7610799038970713,0.0014887300997113995
12234,selfactualization_loop,6,0.5,0.6709183263799664,0.95,0.9233162782117055,0.9,-0.0014887300997113995
12235,perception_only,1,0.5173290502677547,0.22,0.3,0.38,0.66,-0.03267094973224538
12235,perception_only,2,0.502,0.22,0.3,0.38,0.66,-0.015329050267754663
12235,perception_only,3,0.5101641865057505,0.22,0.3,0.38,0.66,0.00816418650575046
12235,perception_only,4,0.5304932522104302,0.22,0.3,0.38,0.66,0.02032906570467974
12235,perception_only,5,0.5199092448236632,0.22,0.3,0.38,0.66,-0.010584007386767014
12235,perception_only,6,0.503992,0.22,0.3,0.38,0.66,-0.01591724482366319
12235,autonomy_only,1,0.5,0.43339172886439753,0.3,0.38,0.66,-0.050000000000000044
12235,autonomy_only,2,0.5019930879605813,0.6361710024133731,0.3,0.38,0.66,0.0019930879605812857
12235,autonomy_only,3,0.559937743124189,0.8484170337841105,0.3,0.38,0.66,0.057944655163607695
12235,autonomy_only,4,0.8549548016860857,0.95,0.3,0.38,0.66,0.29501705856189675
12235,autonomy_only,5,0.94,0.95,0.3,0.38,0.66,0.08504519831391422
12235,autonomy_only,6,0.9378,0.95,0.3,0.38,0.66,-0.0021999999999999797
12235,selfactualization_loop,1,0.5,0.2898460356131362,0.5685762535087826,0.4758388049466222,0.6727438370300685,-0.050000000000000044
12235,selfactualization_loop,2,0.5358556472195958,0.4256013093359059,0.95,0.6357906339381197,0.5685837357719598,0.035855647219595776
12235,selfactualization_loop,3,0.5166888885176578,0.5611630755665641,0.95,0.786706705631762,0.5551322679517492,-0.019166758701937958
12235,selfactualization_loop,4,0.5,0.6317981685413874,0.95,0.8640959440132705,0.5987097875918839,-0.01668888851765782
12235,selfactualization_loop,5,0.5006371589360865,0.6718855213580447,0.95,0.91538228004788,0.6920292178570969,0.0006371589360865126
12235,selfactualization_loop,6,0.5,0.6819437391849991,0.95,0.9314923673201481,0.9,-0.0006371589360865126
12236,perception_only,1,0.5,0.22,0.3,0.38,0.66,-0.050000000000000044
12236,perception_only,2,0.5016371927719309,0.22,0.3,0.38,0.66,0.001637192771930862
12236,perception_only,3,0.5109793677571645,0.22,0.3,0.38,0.66,0.009342174985233598
12236,perception_only,4,0.503992,0.22,0.3,0.38,0.66,-0.006987367757164464
12236,perception_only,5,0.5,0.22,0.3,0.38,0.66,-0.0039919999999999956
12236,perception_only,6,0.502,0.22,0.3,0.38,0.66,0.0020000000000000018
12236,autonomy_only,1,0.508212636970384,0.4130501533018854,0.3,0.38,0.66,-0.041787363029616054
12236,autonomy_only,2,0.5,0.606126304874493,0.3,0.38,0.66,-0.00821263697038399
12236,autonomy_only,3,0.5546075322004854,0.7820092601827997,0.3,0.38,0.66,0.05460753220048542
12236,autonomy_only,4,0.6241412723666533,0.95,0.3,0.38,0.66,0.06953374016616787
12236,autonomy_only,5,0.9025412723666563,0.95,0.3,0.38,0.66,0.278400000000003
12236,autonomy_only,6,0.94,0.95,0.3,0.38,0.66,0.03745872763334368
12236,selfactualization_loop,1,0.5027185379961261,0.3092690962969483,0.6375890364983168,0.5165047168823979,0.7246784765367965,-0.04728146200387395
12236,selfactualization_loop,2,0.5138038487802972,0.42274518020368435,0.95,0.6462278778974839,0.6457945919679211,0.011085310784171076
12236,selfactualization_loop,3,0.5113482037609962,0.5576230487478481,0.95,0.7968060708573685,0.5787492208949526,-0.002455645019300956
12236,selfactualization_loop,4,0.5020430849744368,0.6241126477479986,0.95,0.8757183471601916,0.6393099970456315,-0.009305118786559374
12236,selfactualization_loop,5,0.5,0.6593729916598826,0.95,0.9136429797105481,0.788968146688977,-0.0020430849744368373
12236,selfactualization_loop,6,0.5,0.6736346885263067,0.95,0.9255773851265999,0.9,0.0
12237,perception_only,1,0.5170335306715548,0.22,0.3,0.38,0.66,-0.03296646932844527
12237,perception_only,2,0.5362189466893065,0.22,0.3,0.38,0.66,0.0191854160177517
12237,perception_only,3,0.5183587447391407,0.22,0.3,0.38,0.66,-0.0178602019501658
12237,perception_only,4,0.502,0.22,0.3,0.38,0.66,-0.016358744739140674
12237,perception_only,5,0.5068615432606147,0.22,0.3,0.38,0.66,0.00486154326061472
12237,perception_only,6,0.5058232578910685,0.22,0.3,0.38,0.66,-0.001038285369546199
12237,autonomy_only,1,0.503171879871711,0.38924211651418894,0.3,0.38,0.66,-0.046828120128289075
12237,autonomy_only,2,0.5032434459995777,0.5812339663209666,0.3,0.38,0.66,7.15661278667401e-05
12237,autonomy_only,3,0.5804661929281961,0.7995061658799162,0.3,0.38,0.66,0.07722274692861841
12237,autonomy_only,4,0.8137355290212993,0.95,0.3,0.38,0.66,0.23326933609310319
12237,autonomy_only,5,0.9369999999999999,0.95,0.3,0.38,0.66,0.12326447097870064
12237,autonomy_only,6,0.9318,0.95,0.3,0.38,0.66,-0.005199999999999982
12237,selfactualization_loop,1,0.5057007417301618,0.30489231468254435,0.6224048287381122,0.4967529022860646,0.6810397529540712,-0.04429925826983827
12237,selfactualization_loop,2,0.531821665832806,0.427767845152325,0.95,0.6552511201193666,0.5918944434005196,0.026120924102644216
12237,selfactualization_loop,3,0.5550846791277919,0.5679642796155961,0.95,0.7991844690023916,0.4919639278358802,0.023263013294985924
12237,selfactualization_loop,4,0.5243620275509194,0.6325171545731857,0.95,0.8774035899651167,0.5533785733239172,-0.030722651576872484
12237,selfactualization_loop,5,0.5016029742343404,0.6688303294691452,0.95,0.9163291101528293,0.6651626305576804,-0.022759053316579014
12237,selfactualization_loop,6,0.5,0.6782067521223497,0.95,0.9274141036788376,0.9,-0.0016029742343404152
12238,perception_only,1,0.5077306341338346,0.22,0.3,0.38,0.66,-0.042269365866165476
12238,perception_only,2,0.5088576205320706,0.22,0.3,0.38,0.66,0.0011269863982360517
12238,perception_only,3,0.503766524720403,0.22,0.3,0.38,0.66,-0.0050910958116676674
12238,perception_only,4,0.503992,0.22,0.3,0.38,0.66,0.00022547527959704272
12238,perception_only,5,0.5100621203878588,0.22,0.3,0.38,0.66,0.006070120387858813
12238,perception_only,6,0.5442786324881256,0.22,0.3,0.38,0.66,0.03421651210026677
12238,autonomy_only,1,0.5015992275958596,0.38527115478195545,0.3,0.38,0.66,-0.048400772404140424
12238,autonomy_only,2,0.5068662539562998,0.5728575408831565,0.3,0.38,0.66,0.005267026360440186
12238,autonomy_only,3,0.5516730060005166,0.7712086557323162,0.3,0.38,0.66,0.0448067520442168
12238,autonomy_only,4,0.5577922785442712,0.95,0.3,0.38,0.66,0.00611927254375455
12238,autonomy_only,5,0.7257922785442736,0.95,0.3,0.38,0.66,0.16800000000000248
12238,autonomy_only,6,0.9369999999999999,0.95,0.3,0.38,0.66,0.2112077214557263
12238,selfactualization_loop,1,0.5,0.30314379788687823,0.6133208986576425,0.5067754708644144,0.6757794222915166,-0.050000000000000044
12238,selfactualization_loop,2,0.5154517082840538,0.42465294552878236,0.95,0.6571989434410342,0.6222036470326007,0.015451708284053844
12238,selfactualization_loop,3,0.5292391741582129,0.5592470864448471,0.95,0.7996404239956079,0.5407803222395869,0.013787465874159022
12238,selfactualization_loop,4,0.5,0.6217422436572793,0.95,0.87038585187332,0.643238602944527,-0.029239174158212866
12238,selfactualization_loop,5,0.5,0.659959331363531,0.95,0.9203954331468749,0.7803887099607132,0.0
12238,selfactualization_loop,6,0.5,0.6651697767774021,0.95,0.9288272797031741,0.9,0.0
12239,perception_only,1,0.50777499993199,0.22,0.3,0.38,0.66,-0.04222500006801
12239,perception_only,2,0.5116962154263156,0.22,0.3,0.38,0.66,0.003921215494325558
12239,perception_only,3,0.5,0.22,0.3,0.38,0.66,-0.011696215426315604
12239,perception_only,4,0.502,0.22,0.3,0.38,0.66,0.0020000000000000018
12239,perception_only,5,0.5,0.22,0.3,0.38,0.66,-0.0020000000000000018
12239,perception_only,6,0.5097671393774073,0.22,0.3,0.38,0.66,0.009767139377407252
12239,autonomy_only,1,0.5029512421328902,0.45159531133144953,0.3,0.38,0.66,-0.047048757867109825
12239,autonomy_only,2,0.5203974078784107,0.6283721021791746,0.3,0.38,0.66,0.017446165745520492
12239,autonomy_only,3,0.5882110061916281,0.8715916471268259,0.3,0.38,0.66,0.06781359831321743
12239,autonomy_only,4,0.6823570616293456,0.95,0.3,0.38,0.66,0.09414605543771748
12239,autonomy_only,5,0.8543570616293482,0.95,0.3,0.38,0.66,0.1720000000000026
12239,autonomy_only,6,0.9309999999999999,0.95,0.3,0.38,0.66,0.07664293837065173
12239,selfactualization_loop,1,0.501126000267846,0.307416815248283,0.6309459299331475,0.4934765423955811,0.7217490450429771,-0.048873999732154005
12239,selfactualization_loop,2,0.5375184920531486,0.43738060685356234,0.95,0.6645680467147218,0.646707199278512,0.03639249178530257
12239,selfactualization_loop,3,0.5474623250023456,0.5745145339349927,0.95,0.8135082022108601,0.5739970615837007,0.009943832949196985
12239,selfactualization_loop,4,0.5,0.6275152403034785,0.95,0.8823590116181995,0.7355256515314369,-0.047462325002345596
12239,selfactualization_loop,5,0.5009198375342365,0.6565372760737954,0.95,0.9190803328745216,0.872540313491823,0.0009198375342365228
12239,selfactualization_loop,6,0.5,0.663427308462151,0.95,0.9259596648923509,0.9,-0.0009198375342365228
12240,perception_only,1,0.5352270312242079,0.22,0.3,0.38,0.66,-0.01477296877579215
12240,perception_only,2,0.5108808282979697,0.22,0.3,0.38,0.66,-0.024346202926238236
12240,perception_only,3,0.502,0.22,0.3,0.38,0.66,-0.008880828297969656
12240,perception_only,4,0.505976032,0.22,0.3,0.38,0.66,0.003976031999999963
12240,perception_only,5,0.5028695719606664,0.22,0.3,0.38,0.66,-0.0031064600393335695
12240,perception_only,6,0.5155821117715458,0.22,0.3,0.38,0.66,0.012712539810879386
12240,autonomy_only,1,0.5016734361711911,0.4183590427977757,0.3,0.38,0.66,-0.048326563828808955
12240,autonomy_only,2,0.5059536088907847,0.6199867818586354,0.3,0.38,0.66,0.004280172719593578
12240,autonomy_only,3,0.5463024825318974,0.8448477344028237,0.3,0.38,0.66,0.040348873641112726
12240,autonomy_only,4,0.6833922952290858,0.95,0.3,0.38,0.66,0.13708981269718845
12240,autonomy_only,5,0.94,0.95,0.3,0.38,0.66,0.2566077047709141
12240,autonomy_only,6,0.94,0.95,0.3,0.38,0.66,0.0
12240,selfactualization_loop,1,0.5084687966995455,0.30871717414928096,0.6323580579425081,0.5095627804832447,0.6296412484655315,-0.04153120330045457
12240,selfactualization_loop,2,0.5243763407140798,0.4452809655335626,0.95,0.6577120014162106,0.5251696238804624,0.015907544014534314
12240,selfactualization_loop,3,0.566998785982141,0.5922294354130266,0.95,0.8226505338934772,0.40590123168703324,0.04262244526806125
12240,selfactualization_loop,4,0.5235833255786779,0.6523025382566082,0.95,0.8949131533046336,0.45711906925402224,-0.04341546040346311
12240,selfactualization_loop,5,0.5,0.6810111158549214,0.95,0.9258747442752623,0.5829703297380836,-0.023583325578677927
12240,selfactualization_loop,6,0.5,0.6882502082583101,0.95,0.934526589894632,0.8933998239507919,0.0
12241,perception_only,1,0.509920319360512,0.22,0.3,0.38,0.66,-0.04007968063948808
12241,perception_only,2,0.5066784786098337,0.22,0.3,0.38,0.66,-0.0032418407506782376
12241,perception_only,3,0.5149137529739317,0.22,0.3,0.38,0.66,0.008235274364097989
12241,perception_only,4,0.5039562713605119,0.22,0.3,0.38,0.66,-0.010957481613419806
12241,perception_only,5,0.5136796694405948,0.22,0.3,0.38,0.66,0.009723398080082934
12241,perception_only,6,0.500992,0.22,0.3,0.38,0.66,-0.012687669440594851
12241,autonomy_only,1,0.5157335914233566,0.42236923713919966,0.3,0.38,0.66,-0.034266408576643426
12241,autonomy_only,2,0.5170685897400047,0.604207600203178,0.3,0.38,0.66,0.0013349983166480728
12241,autonomy_only,3,0.5418539895403115,0.8209865299144018,0.3,0.38,0.66,0.024785399800306807
12241,autonomy_only,4,0.6090804975696016,0.95,0.3,0.38,0.66,0.06722650802929009
12241,autonomy_only,5,0.752280497569604,0.95,0.3,0.38,0.66,0.14320000000000244
12241,autonomy_only,6,0.935,0.95,0.3,0.38,0.66,0.18271950243039603
12241,selfactualization_loop,1,0.5005435583103796,0.2899020563997229,0.5690613858508029,0.47732254714233163,0.7300319662387705,-0.04945644168962049
12241,selfactualization_loop,2,0.5131445228662401,0.422663489992428,0.95,0.6544551135612916,0.6525339111761028,0.012600964555860572
12241,selfactualization_loop,3,0.5069067292316098,0.560337165694004,0.95,0.8040974928956606,0.6243367882441556,-0.006237793634630284
12241,selfactualization_loop,4,0.5,0.6174760929508638,0.95,0.8610542959666064,0.6505950626619968,-0.006906729231609843
12241,selfactualization_loop,5,0.5,0.6532121668524231,0.95,0.9042284361423303,0.7693405600427412,0.0
12241,selfactualization_loop,6,0.5,0.6683191002511308,0.95,0.9258109184098134,0.9,0.0
12242,perception_only,1,0.502,0.22,0.3,0.38,0.66,-0.04800000000000004
12242,perception_only,2,0.505976032,0.22,0.3,0.38,0.66,0.003976031999999963
12242,perception_only,3,0.5242285209799049,0.22,0.3,0.38,0.66,0.018252488979904946
12242,perception_only,4,0.5,0.22,0.3,0.38,0.66,-0.02422852097990491
12242,perception_only,5,0.5041047961745037,0.22,0.3,0.38,0.66,0.004104796174503655
12242,perception_only,6,0.5,0.22,0.3,0.38,0.66,-0.004104796174503655
12242,autonomy_only,1,0.5,0.44457715536581227,0.3,0.38,0.66,-0.050000000000000044
12242,autonomy_only,2,0.5069568823385722,0.657675529585299,0.3,0.38,0.66,0.006956882338572168
12242,autonomy_only,3,0.5589356174186404,0.8412926413494872,0.3,0.38,0.66,0.05197873508006823
12242,autonomy_only,4,0.7530379905689725,0.95,0.3,0.38,0.66,0.19410237315033207
12242,autonomy_only,5,0.94,0.95,0.3,0.38,0.66,0.18696200943102748
12242,autonomy_only,6,0.94,0.95,0.3,0.38,0.66,0.0
12242,selfactualization_loop,1,0.5023907560567593,0.3020000185058046,0.6113010221261144,0.47521169451065925,0.6554779143474978,-0.04760924394324073
12242,selfactualization_loop,2,0.5458604344581726,0.441132908387058,0.95,0.6443358828591604,0.5431434116106989,0.04346967840141325
12242,selfactualization_loop,3,0.5877802467800182,0.5957566788431226,0.95,0.8012011604285725,0.367321678450667,0.041919812321845606
12242,selfactualization_loop,4,0.5693893727019581,0.667765248663427,0.95,0.8877615416238258,0.3890646378615343,-0.01839087407806006
12242,selfactualization_loop,5,0.5,0.7028706198505583,0.95,0.9245590355638552,0.5214376492699652,-0.06938937270195811
12242,selfactualization_loop,6,0.5,0.7066103504522674,0.95,0.9305124268545075,0.8892722186849013,0.0
12243,perception_only,1,0.5,0.22,0.3,0.38,0.66,-0.050000000000000044
12243,perception_only,2,0.506932319360512,0.22,0.3,0.38,0.66,0.006932319360511974
12243,perception_only,3,0.5147146719363402,0.22,0.3,0.38,0.66,0.007782352575828266
12243,perception_only,4,0.507293170684379,0.22,0.3,0.38,0.66,-0.007421501251961282
12243,perception_only,5,0.5094084887657268,0.22,0.3,0.38,0.66,0.0021153180813477945
12243,perception_only,6,0.503992,0.22,0.3,0.38,0.66,-0.005416488765726757
12243,autonomy_only,1,0.5033408704304774,0.39831122197315244,0.3,0.38,0.66,-0.04665912956952267
12243,autonomy_only,2,0.5,0.5925526545204257,0.3,0.38,0.66,-0.0033408704304773718
12243,autonomy_only,3,0.5017622755943052,0.7950891481912847,0.3,0.38,0.66,0.001762275594305196
12243,autonomy_only,4,0.6870386826195432,0.95,0.3,0.38,0.66,0.18527640702523795
12243,autonomy_only,5,0.94,0.95,0.3,0.38,0.66,0.2529613173804568
12243,autonomy_only,6,0.9386,0.95,0.3,0.38,0.66,-0.0013999999999999568
12243,selfactualization_loop,1,0.5,0.2951038529651223,0.5880384066821766,0.47871086659344936,0.724432452847173,-0.050000000000000044
12243,selfactualization_loop,2,0.5194842572196423,0.4234589900355479,0.95,0.6189826652640106,0.6640800359207403,0.01948425721964231
12243,selfactualization_loop,3,0.5385363896952735,0.5691602229466585,0.95,0.7848915921360962,0.5510390410512513,0.0190521324756312
12243,selfactualization_loop,4,0.5121244657748585,0.6442573090236081,0.95,0.8658133185449692,0.540766253067469,-0.026411923920415026
12243,selfactualization_loop,5,0.5006563670707793,0.6868850909305516,0.95,0.9147064398573502,0.6232811962831587,-0.011468098704079166
12243,selfactualization_loop,6,0.5,0.6998348729588432,0.95,0.9321147282807712,0.8672755976758402,-0.0006563670707793179
12244,perception_only,1,0.5144581633627845,0.22,0.3,0.38,0.66,-0.03554183663721555
12244,perception_only,2,0.500920319360512,0.22,0.3,0.38,0.66,-0.013537844002272537
12244,perception_only,3,0.5234966076413313,0.22,0.3,0.38,0.66,0.022576288280819368
12244,perception_only,4,0.5038044851251735,0.22,0.3,0.38,0.66,-0.019692122516157817
12244,perception_only,5,0.5118335268215246,0.22,0.3,0.38,0.66,0.008029041696351102
