model,final_ethical_reliability,final_third_factor_volition,final_integration,final_ideal_alignment,final_H_self,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,external_capture_rate,successful_reorganization_rate,early_R_gain,late_R_gain
autonomy_only,0.9229043835087463,0.9274072227434605,0.3,0.38,0.66,0.5228689236111111,0.5240369044772756,0.08120199652777858,0.3436498132497112,0.0,-0.03471455852492252,0.23024041994636904
perception_only,0.5069452969673867,0.22,0.3,0.38,0.66,0.43710069444444444,0.4378615478434969,-0.06937065972222223,0.701048507923975,0.0,-0.04320015941653936,-0.00035372018096100147
selfactualization_loop,0.5000953677936365,0.682665300908716,0.95,0.9282831476831238,0.888812706450856,0.5026410590277778,0.5009579338515754,0.03995559895833294,0.34735218844838067,0.4317121785404914,-0.030461391623255396,-0.006039910690286264
