seed,model,final_ethical_reliability,final_third_factor_volition,final_integration,final_ideal_alignment,final_H_self,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,external_capture_rate,successful_reorganization_rate,early_R_gain,late_R_gain
12238,perception_only,0.5442786324881256,0.22,0.3,0.38,0.66,0.44472222222222224,0.449968132568515,-0.034722222222222224,0.6645907473309609,0.0,-0.041142379467929424,0.040286632488125584
12238,autonomy_only,0.9369999999999999,0.95,0.3,0.38,0.66,0.4975,0.49874371859296485,0.04089999999999973,0.353819139596137,0.0,-0.04313374604370024,0.3792077214557288
12238,selfactualization_loop,0.5,0.6651697767774021,0.95,0.9288272797031741,0.9,0.5083333333333333,0.4962871287128713,0.04264444444444396,0.34182776801405973,0.4433802816901408,-0.0345482917159462,0.0
12239,perception_only,0.5097671393774073,0.22,0.3,0.38,0.66,0.43333333333333335,0.4397741530740276,-0.06277777777777778,0.6904969485614647,0.0,-0.03830378457368444,0.007767139377407251
12239,autonomy_only,0.9309999999999999,0.95,0.3,0.38,0.66,0.5161111111111111,0.5089605734767025,0.04549444444444417,0.3294746215494212,0.0,-0.029602592121589333,0.24864293837065432
12239,selfactualization_loop,0.5,0.663427308462151,0.95,0.9259596648923509,0.9,0.5130555555555556,0.5121506682867558,0.05322777777777737,0.3273040482342808,0.4144341170038272,-0.012481507946851433,0.0
12240,perception_only,0.5155821117715458,0.22,0.3,0.38,0.66,0.43777777777777777,0.4296342219466832,-0.07333333333333333,0.6753698868581375,0.0,-0.039119171702030386,0.009606079771545817
12240,autonomy_only,0.94,0.95,0.3,0.38,0.66,0.5225,0.5283132530120482,0.07366666666666648,0.3348751156336725,0.0,-0.04404639110921538,0.2566077047709141
12240,selfactualization_loop,0.5,0.6882502082583101,0.95,0.934526589894632,0.8933998239507919,0.5025,0.49906191369606,0.04417499999999949,0.3393470790378007,0.4519286125503742,-0.025623659285920253,-0.023583325578677927
12241,perception_only,0.500992,0.22,0.3,0.38,0.66,0.43472222222222223,0.4251968503937008,-0.0925,0.7192028985507246,0.0,-0.04332152139016632,-0.0029642713605119164
12241,autonomy_only,0.935,0.95,0.3,0.38,0.66,0.5166666666666667,0.508505467800729,0.05350555555555506,0.32605042016806723,0.0,-0.03293141025999535,0.32591950243039847
12241,selfactualization_loop,0.5,0.6683191002511308,0.95,0.9258109184098134,0.9,0.4936111111111111,0.5235997482693517,0.05981388888888845,0.33529907329401853,0.41616928920238744,-0.03685547713375992,0.0
12242,perception_only,0.5,0.22,0.3,0.38,0.66,0.4386111111111111,0.455625,-0.04527777777777778,0.7142857142857143,0.0,-0.04402396800000008,0.0
12242,autonomy_only,0.94,0.95,0.3,0.38,0.66,0.5158333333333334,0.5224892174984597,0.07175277777777757,0.34066901408450706,0.0,-0.04304311766142788,0.18696200943102748
12242,selfactualization_loop,0.5,0.7066103504522674,0.95,0.9305124268545075,0.8892722186849013,0.5130555555555556,0.5109622411693058,0.0532611111111107,0.3224669603524229,0.43943508962520367,-0.0041395655418274835,-0.06938937270195811
12243,perception_only,0.503992,0.22,0.3,0.38,0.66,0.4386111111111111,0.44362745098039214,-0.06583333333333333,0.7141630901287553,0.0,-0.04306768063948807,-0.0033011706843789623
12243,autonomy_only,0.9386,0.95,0.3,0.38,0.66,0.5247222222222222,0.5359756097560976,0.08827777777777886,0.3522920203735144,0.0,-0.050000000000000044,0.25156131738045684
12243,selfactualization_loop,0.5,0.6998348729588432,0.95,0.9321147282807712,0.8672755976758402,0.5080555555555556,0.5055831265508685,0.051844444444444006,0.3384064458370636,0.43017057569296374,-0.030515742780357735,-0.012124465774858484
12244,perception_only,0.5179820589548044,0.22,0.3,0.38,0.66,0.43194444444444446,0.42629969418960245,-0.08916666666666667,0.7240437158469946,0.0,-0.04907968063948809,0.014177573829630918
12244,autonomy_only,0.94,0.95,0.3,0.38,0.66,0.5377777777777778,0.5442342892007321,0.10911944444444611,0.3162751677852349,0.0,-0.011130050640109856,0.0017311533760469011
12244,selfactualization_loop,0.5,0.6866529326465469,0.95,0.9276580066735765,0.9,0.49916666666666665,0.5015309246785058,0.03333611111111092,0.34121621621621623,0.42232754081095314,-0.028412586308880106,-0.0036740201031387754
12245,perception_only,0.5085171150309663,0.22,0.3,0.38,0.66,0.41944444444444445,0.4150453955901427,-0.08166666666666667,0.7198612315698178,0.0,-0.04800000000000004,0.00254108303096634
12245,autonomy_only,0.94,0.95,0.3,0.38,0.66,0.5430555555555555,0.5353598014888338,0.11351111111111371,0.3348623853211009,0.0,-0.04554500289182284,0.018030077599169192
12245,selfactualization_loop,0.5,0.7028532444041043,0.95,0.9273467634275978,0.9,0.49194444444444446,0.4852664576802508,0.02254166666666637,0.3776641091219096,0.40692007797270957,-0.04049910859615313,-0.0010278780146681932
12246,perception_only,0.5,0.22,0.3,0.38,0.66,0.41694444444444445,0.41019417475728154,-0.12305555555555556,0.7028423772609819,0.0,-0.04600800000000005,-0.008916494275069908
12246,autonomy_only,0.94,0.95,0.3,0.38,0.66,0.5125,0.5325814536340853,0.08475555555555557,0.33808724832214765,0.0,-0.044876797191323536,0.2267171331465192
