seed,policy,long_term_trajectory_value,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,probe_rate,low_risk_opportunity_cost
10113,voi_probe,0.3115805555555551,0.7844183564567769,0.21558164354322304,0.25277777777777777,0.09388888888888888,0.0
10113,always_probe_high_risk,0.28953611111110383,0.7801494130202775,0.2198505869797225,0.24833333333333332,0.5205555555555555,0.0
10113,oracle_key_audit_only,0.36820000000000347,0.816435432230523,0.18356456776947705,0.26166666666666666,0.0,0.0
10114,hard_key_continuous,0.28917777777777615,0.7692307692307693,0.23076923076923078,0.2772222222222222,0.0,0.0
10114,threshold_probe_v245,0.31153611111110907,0.78609062170706,0.21390937829293993,0.2727777777777778,0.1738888888888889,0.0
10114,voi_probe,0.31064444444444317,0.7839831401475237,0.2160168598524763,0.2727777777777778,0.09777777777777778,0.0
10114,always_probe_high_risk,0.29028055555554916,0.7808219178082192,0.2191780821917808,0.26666666666666666,0.5272222222222223,0.0
10114,oracle_key_audit_only,0.3656222222222247,0.8145416227608009,0.18545837723919917,0.27555555555555555,0.0,0.0
10115,hard_key_continuous,0.3095777777777773,0.781148429035753,0.218851570964247,0.2688888888888889,0.0,0.0
10115,threshold_probe_v245,0.3288666666666666,0.7963163596966414,0.20368364030335862,0.26,0.16,0.0
10115,voi_probe,0.34196388888888973,0.8028169014084507,0.19718309859154928,0.2633333333333333,0.09055555555555556,0.0
10115,always_probe_high_risk,0.31296388888888516,0.7941495124593716,0.20585048754062837,0.2611111111111111,0.5127777777777778,0.0
10115,oracle_key_audit_only,0.37535555555555816,0.8212351029252438,0.17876489707475623,0.2683333333333333,0.0,0.0
10116,hard_key_continuous,0.2740222222222204,0.7594799566630552,0.24052004333694474,0.2633333333333333,0.0,0.0
10116,threshold_probe_v245,0.30020833333333224,0.7789815817984832,0.2210184182015168,0.2577777777777778,0.1661111111111111,0.0
10116,voi_probe,0.322330555555556,0.7908992416034669,0.20910075839653305,0.265,0.09277777777777778,0.0
10116,always_probe_high_risk,0.28985277777777063,0.7800650054171181,0.2199349945828819,0.255,0.5127777777777778,0.0
10116,oracle_key_audit_only,0.36291111111111424,0.8136511375947996,0.18634886240520043,0.2677777777777778,0.0,0.0
10117,hard_key_continuous,0.31502222222222215,0.7844827586206896,0.21551724137931033,0.2588888888888889,0.0,0.0
10117,threshold_probe_v245,0.35017500000000173,0.8092672413793104,0.19073275862068967,0.26055555555555554,0.1638888888888889,0.0
10117,voi_probe,0.3438527777777792,0.8038793103448276,0.1961206896551724,0.2577777777777778,0.09055555555555556,0.0
10117,always_probe_high_risk,0.3254222222222203,0.8017241379310345,0.19827586206896552,0.2511111111111111,0.5155555555555555,0.0
10117,oracle_key_audit_only,0.4181333333333391,0.8469827586206896,0.15301724137931033,0.2644444444444444,0.0,0.0
10118,hard_key_continuous,0.3057333333333329,0.7785234899328859,0.2214765100671141,0.24388888888888888,0.0,0.0
10118,threshold_probe_v245,0.3569833333333363,0.814317673378076,0.18568232662192394,0.23833333333333334,0.16111111111111112,0.0
10118,voi_probe,0.3489416666666695,0.8076062639821029,0.19239373601789708,0.23722222222222222,0.08611111111111111,0.0
10118,always_probe_high_risk,0.3381277777777771,0.8098434004474273,0.19015659955257272,0.2361111111111111,0.49666666666666665,0.0
10118,oracle_key_audit_only,0.3964000000000053,0.8355704697986577,0.1644295302013423,0.24222222222222223,0.0,0.0
10119,hard_key_continuous,0.34455555555555695,0.8021164021164021,0.19788359788359788,0.2738888888888889,0.0,0.0
10119,threshold_probe_v245,0.3792222222222251,0.8264550264550264,0.17354497354497356,0.27666666666666667,0.17777777777777778,0.0
10119,voi_probe,0.3713166666666692,0.8201058201058201,0.17989417989417988,0.2733333333333333,0.09888888888888889,0.0
10119,always_probe_high_risk,0.3528472222222222,0.817989417989418,0.182010582010582,0.2677777777777778,0.525,0.0
10119,oracle_key_audit_only,0.4210000000000048,0.8476190476190476,0.1523809523809524,0.2833333333333333,0.0,0.0
10120,hard_key_continuous,0.26697777777777587,0.7558386411889597,0.24416135881104034,0.25666666666666665,0.0,0.0
10120,threshold_probe_v245,0.2910555555555531,0.7738853503184714,0.22611464968152867,0.255,0.17555555555555555,0.0
10120,voi_probe,0.2814305555555526,0.7664543524416136,0.23354564755838642,0.2588888888888889,0.095,0.0
10120,always_probe_high_risk,0.262883333333327,0.7643312101910829,0.2356687898089172,0.2511111111111111,0.5233333333333333,0.0
10120,oracle_key_audit_only,0.35586666666666955,0.8089171974522293,0.1910828025477707,0.26555555555555554,0.0,0.0
10121,hard_key_continuous,0.317622222222222,0.78609062170706,0.21390937829293993,0.2733333333333333,0.0,0.0
10121,threshold_probe_v245,0.3485583333333344,0.8082191780821918,0.1917808219178082,0.2638888888888889,0.1827777777777778,0.0
10121,voi_probe,0.3567888888888905,0.8113804004214963,0.1886195995785037,0.2633333333333333,0.1,0.0
10121,always_probe_high_risk,0.340058333333332,0.8103266596417281,0.18967334035827185,0.255,0.5272222222222223,0.0
10121,oracle_key_audit_only,0.41895555555556047,0.8461538461538461,0.15384615384615385,0.27055555555555555,0.0,0.0
