model,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,review_trigger_rate,irreversible_core_violation_rate,reversible_miss_rate,net_vigilance_value,long_term_trajectory_value,final_threshold_irreversible,final_threshold_reversible
fixed_threshold,0.6784864214585499,0.5979778001059103,0.4919069674828897,0.11767424242424242,0.2315993265993266,0.4094522252763218,0.4785724264478005,0.646291466770152,0.6668177104377082,0.58,0.58
global_recall_constrained,0.8281912415465474,0.7832733329544941,0.34366542379510184,0.275476430976431,0.41955808080808077,0.2770308296142646,0.31691579259926866,0.7154106764944755,0.734468274410778,0.4244166666666667,0.4244166666666667
hierarchical_recall_constrained,0.8465512454549697,0.6050802337997625,0.39355123134160686,0.19600757575757577,0.32303535353535356,0.2632429295603682,0.4730035919731482,0.7101282180512416,0.7185951818181829,0.28,0.6781688888888886
severity_weighted_hierarchical,0.8346682149891959,0.48096760551330137,0.38789521780566383,0.17940488215488218,0.2930917508417509,0.2732668028133768,0.5819785502616435,0.6827187515845202,0.6893945269360272,0.42,0.6
