seed,model,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,review_trigger_rate,irreversible_core_violation_rate,reversible_miss_rate,net_vigilance_value,long_term_trajectory_value,final_threshold_irreversible,final_threshold_reversible
15010,fixed_threshold,0.6759259259259259,0.6096096096096096,0.49423076923076925,0.11954545454545455,0.23636363636363636,0.3925925925925926,0.4594594594594595,0.6498686056686057,0.668781818181817,0.58,0.58
15010,global_recall_constrained,0.8302277432712215,0.7843137254901961,0.3579143389199255,0.26121212121212123,0.4068181818181818,0.3002070393374741,0.3165266106442577,0.717159422071211,0.7280621212121241,0.37500000000000006,0.37500000000000006
15010,hierarchical_recall_constrained,0.845703125,0.6,0.42252828332513526,0.1778787878787879,0.30803030303030304,0.267578125,0.47464788732394364,0.7150793832865671,0.7130209090909101,0.28,0.5527999999999993
15010,severity_weighted_hierarchical,0.814595660749507,0.49449035812672176,0.4004149377593361,0.17515151515151514,0.2921212121212121,0.3037475345167653,0.5743801652892562,0.6753700821535775,0.6692436363636364,0.42,0.6
15011,fixed_threshold,0.6707317073170732,0.5689900426742532,0.4812129202373105,0.11924242424242425,0.22984848484848486,0.39634146341463417,0.49359886201991465,0.6379080620590248,0.6694790909090884,0.58,0.58
15011,global_recall_constrained,0.8263358778625954,0.7822085889570553,0.334515785739624,0.28424242424242424,0.4271212121212121,0.2919847328244275,0.3159509202453988,0.7098674693711373,0.723171818181822,0.37200000000000005,0.37200000000000005
15011,hierarchical_recall_constrained,0.8361702127659575,0.6098901098901099,0.3955576559546314,0.1937878787878788,0.3206060606060606,0.2765957446808511,0.4642857142857143,0.7055595801294793,0.71566303030303,0.28,0.74
15011,severity_weighted_hierarchical,0.8377862595419847,0.49573863636363635,0.39939178915357326,0.17954545454545454,0.29893939393939395,0.28053435114503816,0.5710227272727273,0.6874298809210603,0.680087575757575,0.42,0.6
15012,fixed_threshold,0.6611226611226612,0.5835777126099707,0.48118279569892475,0.11696969696969697,0.22545454545454546,0.4303534303534304,0.4941348973607038,0.6321964561448432,0.662722424242422,0.58,0.58
15012,global_recall_constrained,0.808,0.8005865102639296,0.35434539350988437,0.26227272727272727,0.4062121212121212,0.292,0.31085043988269795,0.7116481075363615,0.7320403030303071,0.6720000000000003,0.6720000000000003
15012,hierarchical_recall_constrained,0.8709016393442623,0.6054628224582701,0.39539347408829173,0.19090909090909092,0.31575757575757574,0.26229508196721313,0.46889226100151743,0.7209765172498196,0.7286703030303047,0.28,0.74
15012,severity_weighted_hierarchical,0.8271119842829077,0.48878923766816146,0.3893805309734513,0.17772727272727273,0.2910606060606061,0.28094302554027506,0.57847533632287,0.6804684451462731,0.6896524242424252,0.42,0.6
15013,fixed_threshold,0.682,0.6101231190150479,0.5054592164418754,0.11666666666666667,0.2359090909090909,0.42,0.4774281805745554,0.6506956360534087,0.655545757575755,0.58,0.58
15013,global_recall_constrained,0.8401639344262295,0.7750759878419453,0.3252032520325203,0.28924242424242425,0.42863636363636365,0.26434426229508196,0.32066869300911854,0.7158944842768429,0.7421506060606106,0.39000000000000007,0.39000000000000007
15013,hierarchical_recall_constrained,0.857429718875502,0.601115760111576,0.38841104572204616,0.2046969696969697,0.3346969696969697,0.26907630522088355,0.49372384937238495,0.7110841725912519,0.7038293939393941,0.28,0.4423999999999998
15013,severity_weighted_hierarchical,0.826,0.4663677130044843,0.39316702819956617,0.16954545454545455,0.2793939393939394,0.278,0.5949177877428998,0.6779874583072834,0.6910884848484868,0.42,0.6
15014,fixed_threshold,0.6704545454545454,0.6043956043956044,0.5176010430247718,0.11212121212121212,0.23242424242424242,0.42234848484848486,0.4848901098901099,0.647205860523657,0.6432309090909065,0.58,0.58
15014,global_recall_constrained,0.8003875968992248,0.8040345821325648,0.3422629538244625,0.2827272727272727,0.42984848484848487,0.29844961240310075,0.2968299711815562,0.7039331176917587,0.7225275757575792,0.3960000000000001,0.3960000000000001
15014,hierarchical_recall_constrained,0.8255159474671669,0.6048502139800286,0.39380127620783956,0.2015151515151515,0.3324242424242424,0.2701688555347092,0.4764621968616263,0.7000821637398489,0.7026793939393939,0.28,0.74
15014,severity_weighted_hierarchical,0.828752642706131,0.49928263988522237,0.3802672147995889,0.18272727272727274,0.29484848484848486,0.27906976744186046,0.5494978479196556,0.6812176464605935,0.7000539393939395,0.42,0.6
15015,fixed_threshold,0.6938775510204082,0.5835654596100278,0.4856046065259117,0.12181818181818181,0.23681818181818182,0.39387755102040817,0.4958217270194986,0.6505285012210752,0.6674118181818154,0.58,0.58
15015,global_recall_constrained,0.7869198312236287,0.812778603268945,0.3256637168141593,0.28863636363636364,0.42803030303030304,0.35232067510548526,0.2852897473997028,0.6892130176169954,0.7146439393939431,0.4500000000000001,0.4500000000000001
